"id","ERGO.Function","GenBank.Function","strand","length.nt.","length.aa.","GRAVY","Molecular.Weight","Iso.electric.Point","gene.name","Kegg.Orthology","COG_Category_description","KEGG_Pathway_names","eggnog_COG_category","eggnog_seed_ortholog","eggnog_evalue","eggnog_score","eggnog_Description","eggnog_Preferred_name","eggnog_GOs","eggnog_EC","eggnog_KEGG_ko","eggnog_KEGG_Pathway","eggnog_KEGG_Module","eggnog_KEGG_Reaction","eggnog_KEGG_rclass","eggnog_BRITE","eggnog_KEGG_TC","eggnog_CAZy","eggnog_BiGG_Reaction","eggnog_PFAMs","TransAAP_Transporter_Family","TransAAP_Subfamily","TransAAP_Substrate_Function"
"RCHGF004015","Diacylglycerol kinase (EC 2.7.1.107)","prokaryotic diacylglycerol kinase","positive",360,120,"1.085","12749.3082","7.70477294921875","None",,"(M) Cell wall/membrane/envelop biogenesis","Peptidoglycan biosynthesis; Glycerolipid metabolism; Glycerophospholipid metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Phosphatidylinositol signaling system; Phospholipase D signaling pathway; Choline metabolism in cancer","M","908340.HMPREF9406_1979","1.55E-70","213","undecaprenol kinase activity","dgkA","-","2.7.1.107,2.7.1.66","ko:K00887,ko:K00901","ko00550,ko00561,ko00564,ko01100,ko01110,ko04070,ko04072,ko05231,map00550,map00561,map00564,map01100,map01110,map04070,map04072,map05231","-","R02240,R05626","RC00002,RC00017","ko00000,ko00001,ko01000","-","-","-","DAGK_prokar","NA","NA","NA"
"RCHGF004016","Cytidine deaminase (EC 3.5.4.5)","cytidine deaminase (EC 3.5.4.5)","positive",408,136,"0.046323529411765","14776.7003","4.89678955078125","cdd","K01489 - cdd, CDA - cytidine deaminase [EC:3.5.4.5] [3.5.4.5]","(F) Nucleotide metabolism and transport","Pyrimidine metabolism; Drug metabolism - other enzymes; Metabolic pathways","F","908340.HMPREF9406_1980","3.88E-92","269","This enzyme scavenges exogenous and endogenous cytidine and 2'-deoxycytidine for UMP synthesis","cdd","-","3.5.4.5","ko:K01489","ko00240,ko00983,ko01100,map00240,map00983,map01100","-","R01878,R02485,R08221","RC00074,RC00514","ko00000,ko00001,ko01000","-","-","-","dCMP_cyt_deam_1","NA","NA","NA"
"RCHGF004017","GTP-binding protein era","ribosome biogenesis GTPase Era","positive",897,299,"-0.360200668896321","34033.8161","8.47772216796875","era","K03595 - era, ERAL1 - GTPase","(S) Function Unknown","-","S","908340.HMPREF9406_1981","1.03E-206","572","An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism","era","-","-","ko:K03595","-","-","-","-","ko00000,ko03009,ko03029","-","-","-","KH_2,MMR_HSR1","NA","NA","NA"
"RCHGF004018","DNA repair protein recO","DNA repair protein RecO","positive",738,246,"-0.147560975609756","28442.5954","7.02679443359375","recO","K03584 - recO - DNA repair protein RecO (recombination protein O)","(L) Replication and repair","Homologous recombination","L","908340.HMPREF9406_1982","1.24E-176","492","Involved in DNA repair and RecF pathway recombination","recO","GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009295,GO:0009987,GO:0033554,GO:0034641,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043590,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:1901360","-","ko:K03584","ko03440,map03440","-","-","-","ko00000,ko00001,ko03400","-","-","-","RecO_C,RecO_N","NA","NA","NA"
"RCHGF004019",,"hypothetical protein","positive",312,104,"-0.101923076923077","12262.1354","8.71783447265625","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF004020","Glycyl-tRNA synthetase (EC 6.1.1.14)","glycine--tRNA ligase (EC 6.1.1.14)","positive",1380,460,"-0.453695652173913","52976.4320000001","5.12811279296875","glyS","K01880 - GARS, glyS1 - glycyl-tRNA synthetase [EC:6.1.1.14] [6.1.1.14]","(J) Translation","Aminoacyl-tRNA biosynthesis","J","908340.HMPREF9406_1984","0","959","Belongs to the class-II aminoacyl-tRNA synthetase family","glyQS","GO:0003674,GO:0003824,GO:0004812,GO:0004820,GO:0005488,GO:0005515,GO:0016874,GO:0016875,GO:0046983,GO:0140098,GO:0140101","6.1.1.14","ko:K01880","ko00970,map00970","M00359,M00360","R03654","RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029","-","-","-","HGTP_anticodon,tRNA-synt_2b","NA","NA","NA"
"RCHGF004021","DNA primase (EC 2.7.7.-)","DNA primase (EC 2.7.7.-)","positive",1764,588,"-0.420068027210884","67857.0123000002","5.87640380859375","dnaG","K02316 - dnaG - DNA primase [EC:2.7.7.101] [2.7.7.101]","(L) Replication and repair","DNA replication","L","908340.HMPREF9406_1985","0","1158","RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication","dnaG","-","-","ko:K02316","ko03030,map03030","-","-","-","ko00000,ko00001,ko01000,ko03032","-","-","-","DnaB,DnaB_bind,Toprim_2,Toprim_N,zf-CHC2","NA","NA","NA"
"RCHGF004022","RNA polymerase sigma factor rpoD","RNA polymerase sigma factor RpoD","positive",1194,398,"-0.693216080402009","46060.3399000001","4.69244384765625","rpoD","K03086 - rpoD - RNA polymerase primary sigma factor","(K) Transcription","-","K","908340.HMPREF9406_1986","5.95E-265","728","Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is the primary sigma factor during exponential growth","sigA","-","-","ko:K03086","-","-","-","-","ko00000,ko03021","-","-","-","Sigma70_r1_1,Sigma70_r1_2,Sigma70_r2,Sigma70_r3,Sigma70_r4","NA","NA","NA"
"RCHGF004023","Hypothetical cytosolic protein","hypothetical protein","positive",660,220,"-0.396363636363637","25468.1567","6.62847900390625","None","K06967 - trmK - tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217] [2.1.1.217]","(S) Function Unknown","-","S","908340.HMPREF9406_1987","2.52E-163","456","SAM-dependent methyltransferase","trmK","-","2.1.1.217","ko:K06967","-","-","-","-","ko00000,ko01000,ko03016","-","-","-","Methyltransf_18,TrmK","NA","NA","NA"
"RCHGF004024","Phosphohydrolase (MutT/nudix family protein)","hydrolase, NUDIX family","positive",510,170,"-0.468235294117647","19958.7578","5.96685791015625","None",,"(F) Nucleotide metabolism and transport","-","F","908340.HMPREF9406_1988","1.78E-127","361","NUDIX domain","-","-","-","-","-","-","-","-","-","-","-","-","NUDIX","NA","NA","NA"
"RCHGF004025","4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)","4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)","negative",909,303,"-0.106930693069307","33809.5097","5.33941650390625","ispH","K03527 - ispH, lytB - 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4] [1.17.7.4]","(I) Lipid metabolism; (M) Cell wall/membrane/envelop biogenesis","Terpenoid backbone biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA; Ribosome","IM","908340.HMPREF9406_1989","2.56E-218","602","Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis","ispH","-","1.17.7.4","ko:K02945,ko:K03527","ko00900,ko01100,ko01110,ko01130,ko03010,map00900,map01100,map01110,map01130,map03010","M00096,M00178","R05884,R08210","RC01137,RC01487","br01610,ko00000,ko00001,ko00002,ko01000,ko03011","-","-","-","LYTB","NA","NA","NA"
"RCHGF004026",,,"positive",40,"NA",,,,"None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF004027",,"hypothetical protein","positive",147,49,"-1.93877551020408","6036.0589","10.8395385742188","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF004028","Endonuclease IV (EC 3.1.21.2)","apurinic endonuclease (APN1)","positive",879,293,"-0.204778156996587","32756.1524","5.56292724609375","None","K01151 - nfo - deoxyribonuclease IV [EC:3.1.21.2] [3.1.21.2]","(L) Replication and repair","Base excision repair","L","908340.HMPREF9406_1992","1.54E-214","592","Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin","nfo","-","3.1.21.2","ko:K01151","ko03410,map03410","-","-","-","ko00000,ko00001,ko01000,ko03400","-","-","-","AP_endonuc_2","NA","NA","NA"
"RCHGF004029",,"acetyltransferase, GNAT family","positive",528,176,"0.036363636363636","19915.8717","5.22442626953125","None",,"(K) Transcription","-","K","908340.HMPREF9406_1993","1.06E-131","372","Acetyltransferase (GNAT) domain","-","-","-","-","-","-","-","-","-","-","-","-","Acetyltransf_1","NA","NA","NA"
"RCHGF004030","1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (EC 1.17.7.1)","negative",1062,354,"-0.012994350282486","38668.4058","5.78240966796875","ispG","K03526 - gcpE, ispG - (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3] [1.17.7.1 1.17.7.3]","(I) Lipid metabolism","Terpenoid backbone biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA","I","908340.HMPREF9406_1994","4.29E-254","697","Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate","ispG","-","1.17.7.1,1.17.7.3","ko:K03526","ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130","M00096","R08689,R10859","RC01486","ko00000,ko00001,ko00002,ko01000","-","-","iHN637.CLJU_RS06430","GcpE","NA","NA","NA"
"RCHGF004031","Penicillin binding protein transpeptidase","penicillin-binding protein, transpeptidase domain protein","positive",2070,690,"-0.493333333333332","77411.5966000003","5.66107177734375","None","K21465 - pbpA - penicillin-binding protein A","(M) Cell wall/membrane/envelop biogenesis","Peptidoglycan biosynthesis; beta-Lactam resistance","M","908340.HMPREF9406_1995","0","1346","Penicillin-binding Protein","mrdA","-","3.4.16.4","ko:K05515","ko00550,ko01501,map00550,map01501","-","-","-","ko00000,ko00001,ko01000,ko01011","-","-","-","PBP_dimer,Transpeptidase","NA","NA","NA"
"RCHGF004032","Hydroxyacylglutathione hydrolase (EC 3.1.2.6)","metallo-beta-lactamase domain protein","positive",609,203,"-0.137931034482759","22665.8787","5.68377685546875","None","K01069 - gloB, gloC, HAGH - hydroxyacylglutathione hydrolase [EC:3.1.2.6] [3.1.2.6]","(S) Function Unknown","-","S","908340.HMPREF9406_1996","7.28E-150","421","domain protein","-","-","-","-","-","-","-","-","-","-","-","-","Lactamase_B","NA","NA","NA"
"RCHGF004033",,"acetyltransferase, GNAT family","positive",462,154,"-0.124025974025974","17920.7195","6.51837158203125","None",,"(K) Transcription","-","K","908340.HMPREF9406_1997","6.65E-104","300","Acetyltransferase (GNAT) domain","-","-","-","-","-","-","-","-","-","-","-","-","Acetyltransf_1","NA","NA","NA"
"RCHGF004034","ComG operon protein 1","type II/IV secretion system protein","positive",993,331,"-0.298187311178248","38282.4132","5.97576904296875","None","K02243 - comGA - competence protein ComGA","(N) Cell motility; (U) Intracellular trafficing and secretion","-","NU","908340.HMPREF9406_1998","1.03E-238","656","type II secretion system protein E","-","-","-","ko:K02652","-","-","-","-","ko00000,ko02035,ko02044","3.A.15.2","-","-","T2SSE,T2SSE_N","NA","NA","NA"
"RCHGF004035",,"bacterial type II secretion system domain protein F","positive",951,317,"0.265930599369085","36145.1567000001","8.04022216796875","None",,"(N) Cell motility; (U) Intracellular trafficing and secretion","-","NU","908340.HMPREF9406_1999","1.94E-220","608","Type II secretion system (T2SS), protein F","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF004036","ComG operon protein 3","prepilin-type cleavage/methylation N-terminal domain protein","positive",297,99,"0.040404040404041","11033.9035","8.63751220703125","None","K02245 - comGC - competence protein ComGC","(U) Intracellular trafficing and secretion","-","U","908340.HMPREF9406_2000","1.64E-62","191","Required for transformation and DNA binding","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF004037",,"hypothetical protein","positive",351,117,"0.133333333333333","13113.3631","9.96356201171875","None",,"NA","-","-","908340.HMPREF9406_2001","9.79E-68","206","-","-","-","-","-","-","-","-","-","-","-","-","-","N_methyl","NA","NA","NA"
"RCHGF004038",,"hypothetical protein","positive",162,54,"0.381481481481481","6020.0932","4.96014404296875","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF004039",,"prepilin-type cleavage/methylation N-terminal domain protein","positive",417,139,"-0.266906474820144","16624.3116","9.36273193359375","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_2003","2.41E-92","270","Prepilin-type cleavage methylation N-terminal domain protein","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF004040",,"hypothetical protein","positive",435,145,"-0.463448275862069","17015.9698","4.83074951171875","None",,"NA","-","-","908340.HMPREF9406_2004","4.97E-97","282","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF004041",,"hypothetical protein","positive",327,109,"1.01009174311927","12771.2352","5.17987060546875","None",,"NA","-","-","908340.HMPREF9406_2005","6.37E-67","203","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF004042","Protein translation elongation factor P (EF-P)","translation elongation factor P","positive",561,187,"-0.401069518716578","20877.5325","4.74969482421875","efp","K02356 - efp - elongation factor P","(J) Translation","-","J","658659.HMPREF0983_01014","4.1E-130","369","Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase","efp","-","-","ko:K02356","-","-","-","-","ko00000,ko03012","-","-","-","EFP,EFP_N,Elong-fact-P_C","NA","NA","NA"
"RCHGF004043",,"hypothetical protein","positive",972,324,"-0.805555555555554","37511.6224","4.52667236328125","None",,"NA","-","-","908340.HMPREF9406_2007","3.2E-218","603","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF004044","Cytidylate kinase (EC 2.7.4.14)","cytidylate kinase (EC 2.7.4.14)","positive",654,218,"-0.497247706422018","24530.683","5.54913330078125","cmk","K00945 - cmk - CMP/dCMP kinase [EC:2.7.4.25] [2.7.4.25]","(F) Nucleotide metabolism and transport","Pyrimidine metabolism; Metabolic pathways","F","908340.HMPREF9406_2008","4.65E-149","420","Belongs to the cytidylate kinase family. Type 1 subfamily","cmk","-","2.7.4.25","ko:K00945","ko00240,ko01100,map00240,map01100","M00052","R00158,R00512,R01665","RC00002","ko00000,ko00001,ko00002,ko01000","-","-","-","Cytidylate_kin","NA","NA","NA"
"RCHGF004045","GTP-binding protein","ribosome biogenesis GTPase Der","positive",1308,436,"-0.184862385321101","49026.6021","6.29681396484375","der","K03977 - engA, der - GTPase","(S) Function Unknown","-","S","908340.HMPREF9406_2009","2.47999999900134e-315","858","GTPase that plays an essential role in the late steps of ribosome biogenesis","der","-","-","ko:K03977","-","-","-","-","ko00000,ko03009","-","-","-","KH_dom-like,MMR_HSR1","NA","NA","NA"
"RCHGF004046","Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)","glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)","positive",999,333,"-0.045645645645646","36825.0335","6.20745849609375","gpsA","K00057 - gpsA - glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94] [1.1.1.94]","(I) Lipid metabolism","Glycerophospholipid metabolism; Biosynthesis of secondary metabolites","I","908340.HMPREF9406_2010","7.77E-235","646","Glycerol-3-phosphate dehydrogenase","gpsA","-","1.1.1.94","ko:K00057","ko00564,ko01110,map00564,map01110","-","R00842,R00844","RC00029","ko00000,ko00001,ko01000","-","-","-","NAD_Gly3P_dh_C,NAD_Gly3P_dh_N","NA","NA","NA"
"RCHGF004047","Bacterial Peptide Chain Release Factor 3 (RF-3)","peptide chain release factor 3","positive",1590,530,"-0.297358490566038","60029.8552000002","5.47406005859375","prfC","K02837 - prfC - peptide chain release factor 3","(J) Translation","-","J","908340.HMPREF9406_2011","0","1054","Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF- 1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP","prfC","-","-","ko:K02837","-","-","-","-","ko00000,ko03012","-","-","-","GTP_EFTU,GTP_EFTU_D2,RF3_C","NA","NA","NA"
"RCHGF004048",,"[2Fe-2S]-binding domain protein","positive",180,60,"0.073333333333334","6374.0895","4.27508544921875","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_2012","6.15E-36","121","BFD-like [2Fe-2S] binding domain","-","-","-","-","-","-","-","-","-","-","-","-","Fer2_BFD","NA","NA","NA"
"RCHGF004049","Stage IV sporulation protein A","stage IV sporulation protein A","positive",1476,492,"-0.209349593495935","54746.8193","4.87091064453125","spoIVA","K06398 - spoIVA - stage IV sporulation protein A","(S) Function Unknown","-","S","908340.HMPREF9406_2013","0","957","ATPase. Has a role at an early stage in the morphogenesis of the spore coat","spoIVA","GO:0000003,GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005618,GO:0005623,GO:0008144,GO:0008150,GO:0009653,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019954,GO:0030154,GO:0030312,GO:0030435,GO:0030436,GO:0030554,GO:0031160,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0034301,GO:0035639,GO:0036094,GO:0042601,GO:0042763,GO:0043167,GO:0043168,GO:0043934,GO:0043936,GO:0044464,GO:0048646,GO:0048856,GO:0048869,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363","-","ko:K06398","-","-","-","-","ko00000","-","-","-","Spore_IV_A","NA","NA","NA"
"RCHGF004050","DNA-binding protein HU","DNA-binding protein HU","positive",282,94,"-0.185106382978723","10118.7429","8.85980224609375","hup","K03530 - hupB - DNA-binding protein HU-beta","(L) Replication and repair","-","L","658659.HMPREF0983_01004","1.4E-54","171","Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions","hup","-","-","ko:K03530","-","-","-","-","ko00000,ko03032,ko03036,ko03400","-","-","-","Bac_DNA_binding","NA","NA","NA"
"RCHGF004051","Neutral zinc metallopeptidase family","putative neutral zinc metallopeptidase","positive",702,234,"0.420940170940171","26101.378","9.18414306640625","None","K06973 - K06973 - uncharacterized protein","(S) Function Unknown","-","S","908340.HMPREF9406_2015","4.6E-157","441","zinc metallopeptidase","yugP","-","-","ko:K06973","-","-","-","-","ko00000","-","-","-","Zn_peptidase_2","NA","NA","NA"
"RCHGF004052",,"hypothetical protein","positive",1200,400,"-0.709","46596.8197000001","5.03668212890625","None",,"NA","-","-","908340.HMPREF9406_2016","1.14E-295","806","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF004053",,"hypothetical protein","positive",303,101,"-0.638613861386139","11683.3712","5.50970458984375","None",,"NA","-","-","908340.HMPREF9406_2017","1.01E-75","225","-","-","-","-","-","-","-","-","-","-","-","-","-","DUF3795","NA","NA","NA"
"RCHGF004054",,"hypothetical protein","negative",399,133,"0.702255639097744","15137.8518","6.25262451171875","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF004055",,"LytTr DNA-binding domain protein","negative",438,146,"-0.321232876712329","17243.8168","7.79156494140625","None",,"(K) Transcription","-","K","908340.HMPREF9406_2019","6.52E-98","285","LytTr DNA-binding domain protein","-","-","-","-","-","-","-","-","-","-","-","-","LytTR","NA","NA","NA"
"RCHGF004056",,"hypothetical protein","negative",357,119,"-0.227731092436975","14083.3972","8.70770263671875","None",,"NA","-","-","908340.HMPREF9406_2020","8.01E-77","229","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF004057","Transcriptional regulator, PadR family","transcriptional regulator, PadR family","negative",339,113,"-0.030088495575221","12996.5061","9.36785888671875","None",,"(K) Transcription","-","K","908340.HMPREF9406_2021","1.04E-76","228","transcriptional regulator, PadR family","-","-","-","-","-","-","-","-","-","-","-","-","PadR","NA","NA","NA"
"RCHGF004058","CobB/CobQ-like glutamine amidotransferase domain","CobB/CobQ-like protein","negative",738,246,"-0.276829268292683","27762.3049","4.83905029296875","None","K07009 - gatD - lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13] [6.3.5.13]","(S) Function Unknown","-","S","908340.HMPREF9406_2022","5.69E-182","505","glutamine amidotransferase","-","-","-","ko:K07009","-","-","-","-","ko00000","-","-","-","GATase_3","NA","NA","NA"
"RCHGF004059","UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)","Mur ligase middle domain protein","negative",1332,444,"-0.102027027027027","49115.3136","8.21917724609375","None","K01928 - murE - UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13] [6.3.2.13]","(M) Cell wall/membrane/envelop biogenesis","-","M","908340.HMPREF9406_2023","0","880","Mur ligase middle domain protein","-","-","-","-","-","-","-","-","-","-","-","-","DUF1727,Mur_ligase_M","NA","NA","NA"
"RCHGF004060","Phosphoribosylamidoimidazole-succinocarboxamide synthase (EC 6.3.2.6)","phosphoribosylaminoimidazolesuccinocarboxamide synthase (EC 6.3.2.6)","positive",705,235,"-0.352765957446809","26908.6617","5.21990966796875","purC","K01923 - purC - phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6] [6.3.2.6]","(F) Nucleotide metabolism and transport","Purine metabolism; Alanine, aspartate and glutamate metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; NA","F","908340.HMPREF9406_2024","3.16E-169","472","Belongs to the SAICAR synthetase family","purC","-","4.3.2.2,6.3.2.6","ko:K01756,ko:K01923","ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130","M00048,M00049","R01083,R04559,R04591","RC00064,RC00162,RC00379,RC00444,RC00445","ko00000,ko00001,ko00002,ko01000","-","-","-","SAICAR_synt","NA","NA","NA"
"RCHGF004061","Adenylosuccinate lyase (EC 4.3.2.2)","adenylosuccinate lyase (EC 4.3.2.2)","positive",1428,476,"-0.269327731092437","53993.4358000001","5.48065185546875","purB","K01756 - purB, ADSL - adenylosuccinate lyase [EC:4.3.2.2] [4.3.2.2]","(F) Nucleotide metabolism and transport","Purine metabolism; Alanine, aspartate and glutamate metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; NA","F","908340.HMPREF9406_2025","0","934","Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily","purB","-","4.3.2.2","ko:K01756","ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130","M00048,M00049","R01083,R04559","RC00379,RC00444,RC00445","ko00000,ko00001,ko00002,ko01000","-","-","-","ADSL_C,Lyase_1","NA","NA","NA"
"RCHGF004062","CTP synthase (EC 6.3.4.2)","CTP synthase (EC 6.3.4.2)","negative",1599,533,"-0.328517823639775","60104.4644000001","5.77862548828125","pyrG","K01937 - pyrG, CTPS - CTP synthase [EC:6.3.4.2] [6.3.4.2]","(F) Nucleotide metabolism and transport","Pyrimidine metabolism; Metabolic pathways","F","908340.HMPREF9406_2026","0","1081","Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates","pyrG","-","6.3.4.2","ko:K01937","ko00240,ko01100,map00240,map01100","M00052","R00571,R00573","RC00010,RC00074","ko00000,ko00001,ko00002,ko01000","-","-","iHN637.CLJU_RS01075","CTP_synth_N,GATase","NA","NA","NA"
"RCHGF004063","RNA-binding ANTAR domain protein","ANTAR domain protein","negative",570,190,"-0.181052631578947","22008.7635","8.84259033203125","None","K22010 - pdtaR - two-component system, response regulator PdtaR","(K) Transcription","-","K","908340.HMPREF9406_2027","2.16E-122","350","ANTAR","-","-","-","ko:K22010","-","M00839","-","-","ko00000,ko00002,ko02022","-","-","-","ANTAR,Response_reg","NA","NA","NA"
"RCHGF004064","Glutamine synthetase (EC 6.3.1.2)","glutamine synthetase, beta-grasp domain protein (EC 6.3.1.2)","negative",1254,418,"-0.378468899521531","47726.7551","5.35601806640625","None","K01915 - glnA, GLUL - glutamine synthetase [EC:6.3.1.2] [6.3.1.2]","(E) Amino Acid metabolis and transport","Arginine biosynthesis; Alanine, aspartate and glutamate metabolism; Glyoxylate and dicarboxylate metabolism; Nitrogen metabolism; Metabolic pathways; Microbial metabolism in diverse environments; Biosynthesis of amino acids; Two-component system; Necroptosis; Glutamatergic synapse; GABAergic synapse","E","908340.HMPREF9406_2028","2.76999999999876e-312","849","glutamine synthetase","glnA","-","6.3.1.2","ko:K01915","ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727","-","R00253","RC00010,RC02798","ko00000,ko00001,ko01000,ko04147","-","-","-","Gln-synt_C,Gln-synt_N","NA","NA","NA"
"RCHGF004065","Adenylosuccinate synthetase (EC 6.3.4.4)","adenylosuccinate synthase (EC 6.3.4.4)","negative",1299,433,"-0.183140877598152","48376.9934","5.97894287109375","purA","K01939 - purA, ADSS - adenylosuccinate synthase [EC:6.3.4.4] [6.3.4.4]","(F) Nucleotide metabolism and transport","Purine metabolism; Alanine, aspartate and glutamate metabolism; Metabolic pathways","F","908340.HMPREF9406_2029","0","876","Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP","purA","-","6.3.4.4","ko:K01939","ko00230,ko00250,ko01100,map00230,map00250,map01100","M00049","R01135","RC00458,RC00459","ko00000,ko00001,ko00002,ko01000","-","-","-","Adenylsucc_synt","NA","NA","NA"
"RCHGF004066","Iron-sulfur cluster assembly/repair protein ApbC","hypothetical protein","negative",834,278,"-0.087410071942446","30768.343","4.94842529296875","None","K03593 - mrp, NUBPL - ATP-binding protein involved in chromosome partitioning","(D) Cell cycle control and mitosis","-","D","908340.HMPREF9406_2030","3.07E-202","559","Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP","-","-","-","-","-","-","-","-","-","-","-","-","FeS_assembly_P,ParA","NA","NA","NA"
