id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO.Function,GenBank.Function,strand,length.nt.,length.aa.,GRAVY,Molecular.Weight,Iso.electric.Point,gene.name,Kegg.Orthology,COG_Category_description,KEGG_Pathway_names,eggnog_COG_category,eggnog_seed_ortholog,eggnog_evalue,eggnog_score,eggnog_Description,eggnog_Preferred_name,eggnog_GOs,eggnog_EC,eggnog_KEGG_ko,eggnog_KEGG_Pathway,eggnog_KEGG_Module,eggnog_KEGG_Reaction,eggnog_KEGG_rclass,eggnog_BRITE,eggnog_KEGG_TC,eggnog_CAZy,eggnog_BiGG_Reaction,eggnog_PFAMs,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RCHGF002992,Uncategorized;,AENW01000009,null,"HMPREF9406_1255, EFR38522.1",NA,3.13,94.2,0.258,12.1,6.24e-34,1.4099999999999998e-32,NA,Ser/Thr phosphatase family protein,positive,882,294,-0.43265306122449,34671.3753,7.30352783203125,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_1255,7.969999999999999e-222,610,Calcineurin-like phosphoesterase,-,-,-,-,-,-,-,-,-,-,-,-,Metallophos,NA,NA,NA
RCHGF002993,Uncategorized;,AENW01000009,null,"HMPREF9406_1254, EFR38548.1",NA,2.75,2.94,0.445,6.18,6.4e-10,5.25e-9,NA,hypothetical protein,negative,213,71,1.22816901408451,8147.8465,6.51409912109375,None,NA,NA,-,-,908340.HMPREF9406_1254,1.66e-38,129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF002994,Uncategorized;,AENW01000009,null,"HMPREF9406_1256, EFR38338.1",Hypothetical cytosolic protein,-1.15,298,0.302,-3.79,1.5e-4,5.99e-4,Hypothetical cytosolic protein,hypothetical protein,negative,528,176,-0.255681818181818,20740.055,6.74493408203125,None,NA,(K) Transcription,-,K,908340.HMPREF9406_1256,6.92e-128,363,Domain of unknown function (DUF1836),-,-,-,-,-,-,-,-,-,-,-,-,DUF1836,NA,NA,NA
RCHGF002997,Uncategorized;,AENW01000009,null,"HMPREF9406_1260, EFR38502.1",NA,-1.57,92.3,0.403,-3.89,1.01e-4,4.17e-4,NA,hypothetical protein,positive,357,119,0.622689075630252,13965.7397,9.20758056640625,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF002998,Uncategorized;,AENW01000009,null,"HMPREF9406_1261, EFR38542.1",NA,-1.75,11.8,0.476,-3.67,2.43e-4,9.08e-4,NA,hypothetical protein,positive,111,37,0.1,4309.0137,7.77923583984375,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF003002,Uncategorized;,AENW01000009,null,"HMPREF9406_1265, EFR38283.1",NA,2.33,297,0.337,6.91,4.69e-12,4.52e-11,NA,hypothetical protein,negative,567,189,0.908994708994709,21319.6005,8.86627197265625,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF003003,Uncategorized;,AENW01000009,null,"HMPREF9406_1266, EFR38572.1",NA,2.32,355,0.366,6.33,2.52e-10,2.14e-9,NA,hypothetical protein,negative,573,191,0.79109947643979,22063.1855,7.78302001953125,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF003006,Uncategorized;,AENW01000009,null,"HMPREF9406_1270, EFR38317.1",NA,-1.11,544,0.237,-4.69,2.71e-6,1.45e-5,NA,DNA-binding helix-turn-helix protein,positive,540,180,-0.73,20882.1876,4.98663330078125,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF003007,Uncategorized;,AENW01000009,null,"HMPREF9406_1271, EFR38562.1",NA,-2.28,8590,0.651,-3.5,4.71e-4,0.00164,NA,hypothetical protein,positive,744,248,-0.304838709677419,27664.0133,8.40692138671875,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF003008,metabolic process;cellular process;response to stimulus;,AENW01000009,null,"HMPREF9406_1272, EFR38412.1",DNA helicase II (EC 3.6.1.-),3.71,589,0.231,16.1,4.9800000000000006e-58,1.9099999999999997e-56,DNA helicase II (EC 3.6.1.-),UvrD/REP helicase (EC 3.6.1.-),negative,2031,677,-0.248596750369276,78535.2641000004,5.98590087890625,None,"K03657 - uvrD, pcrA - DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12] [3.6.4.12]",(L) Replication and repair,Nucleotide excision repair; Mismatch repair,L,908340.HMPREF9406_1272,0,1328,helicase,-,-,3.6.4.12,ko:K03657,"ko03420,ko03430,map03420,map03430",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"UvrD-helicase,UvrD_C",NA,NA,NA
RCHGF003009,Uncategorized;,AENW01000009,null,"HMPREF9406_1273, EFR38525.1",Sporulation-specific N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),6.51,381,0.235,27.8,1.4899999999999997e-169,2.1899999999999997e-167,Sporulation-specific N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),negative,585,195,-0.116410256410256,21897.2559,4.84613037109375,None,K01448 - amiABC - N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28] [3.5.1.28],(M) Cell wall/membrane/envelop biogenesis,Cationic antimicrobial peptide (CAMP) resistance,M,908340.HMPREF9406_1273,3.77e-139,393,Ami_3,-,-,3.5.1.28,ko:K01448,"ko01503,map01503",M00727,R04112,"RC00064,RC00141","ko00000,ko00001,ko00002,ko01000,ko01011,ko03036",-,-,-,Amidase_3,NA,NA,NA
RCHGF003018,Uncategorized;,AENW01000009,phnD,"phnD, HMPREF9406_1282, EFR38322.1",Phosphonates-binding protein,2.1,75.5,0.287,7.32,2.42e-13,2.46e-12,Phosphonates-binding protein,"phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein",negative,1104,368,-0.372010869565218,40600.5304,5.69635009765625,phnD,K02044 - phnD - phosphonate transport system substrate-binding protein,(P) Inorganic ion transport and metabolism,ABC transporters,P,908340.HMPREF9406_1282,3.94e-273,746,"ABC transporter, phosphonate, periplasmic substrate-binding protein",-,-,-,ko:K02044,"ko02010,map02010",M00223,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.9,-,-,Phosphonate-bd,ABC,binding,phosphonates
RCHGF003021,Uncategorized;,AENW01000009,null,"HMPREF9406_1285, EFR38397.1",Sodium export permease protein,1.08,75.2,0.108,9.98,1.92e-23,3e-22,Sodium export permease protein,hypothetical protein,negative,1218,406,0.418965517241379,44764.0109,6.64215087890625,None,K01992 - ABC-2.P - ABC-2 type transport system permease protein,(C) Energy production and conversion; (P) Inorganic ion transport and metabolism,-,CP,908340.HMPREF9406_1285,5.62e-274,751,ABC-2 family transporter protein,-,-,-,ko:K01992,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC2_membrane_3,ABC,membrane,sodium ion efflux
RCHGF003022,metabolic process;localization;biological regulation;,AENW01000009,null,"HMPREF9406_1286, EFR38456.1",Sodium export ATP-binding protein,1.23,87.4,0.165,7.44,9.83e-14,1.03e-12,Sodium export ATP-binding protein,"ABC transporter, ATP-binding protein",negative,915,305,-0.391475409836066,34765.4147,5.58441162109375,None,K01990 - ABC-2.A - ABC-2 type transport system ATP-binding protein,(S) Function Unknown,-,S,908340.HMPREF9406_1286,1.2699999999999999e-219,605,Domain of unknown function (DUF4162),natA,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"ABC_tran,DUF4162",ABC,binding,daunorubicin
RCHGF003026,Uncategorized;,AENW01000009,null,"HMPREF9406_1290, EFR38443.1",NA,-1.12,4.89,0.403,-2.78,0.00536,0.0142,NA,hypothetical protein,negative,114,38,0.597368421052631,4341.1116,9.77911376953125,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF003031,Uncategorized;,AENW01000009,null,"HMPREF9406_1295, EFR38449.1",NA,-2.41,167,0.342,-7.03,2.01e-12,1.95e-11,NA,hypothetical protein,positive,417,139,0.744604316546763,16173.9956,4.61663818359375,None,NA,NA,-,-,908340.HMPREF9406_1295,4.67e-90,264,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF003036,Uncategorized;,AENW01000009,null,"HMPREF9406_1300, EFR38331.1",NA,7.66,8850,0.137,56.1,0,0,NA,hypothetical protein,negative,7287,2429,-0.347262247838616,273834.139900001,4.62054443359375,None,NA,NA,-,-,908340.HMPREF9406_1300,0,4918,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF003037,Uncategorized;,AENW01000009,null,"HMPREF9406_1301, EFR38308.1",NA,4.18,19.1,0.41,10.2,2.19e-24,3.5e-23,NA,hypothetical protein,negative,132,44,0.172727272727273,5185.0908,5.98870849609375,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF003042,Uncategorized;,AENW01000009,null,"HMPREF9406_1306, EFR38557.1",NA,-1.07,268,0.119,-8.98,2.61e-19,3.63e-18,NA,hypothetical protein,negative,2340,780,0.233461538461538,90840.3396000006,8.58746337890625,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF003044,Uncategorized;,AENW01000009,null,"HMPREF9406_1308, EFR38325.1",NA,-1.35,78.3,0.291,-4.64,3.42e-6,1.83e-5,NA,hypothetical protein,negative,768,256,-0.539062500000001,30051.3117,4.74725341796875,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF003045,Uncategorized;,AENW01000009,null,"HMPREF9406_1309, EFR38408.1",NA,-1.56,55.9,0.284,-5.48,4.19e-8,2.9e-7,NA,hypothetical protein,negative,318,106,0.692452830188679,12297.5529,9.51812744140625,None,NA,NA,-,-,908340.HMPREF9406_1309,9.55e-63,192,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF003046,Uncategorized;,AENW01000009,null,"HMPREF9406_1310, EFR38490.1",NA,-2.18,1540,0.231,-9.43,4.1100000000000006e-21,5.96e-20,NA,hypothetical protein,negative,459,153,0.340522875816993,17905.0154,9.14324951171875,None,NA,NA,-,-,908340.HMPREF9406_1310,6.919999999999999e-101,293,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF003053,Uncategorized;,AENW01000009,null,"HMPREF9406_1317, EFR38505.1",NA,-1.31,158,0.164,-8.02,1.1e-15,1.29e-14,NA,hypothetical protein,negative,399,133,-0.533834586466165,15481.3371,4.80877685546875,None,NA,NA,-,-,908340.HMPREF9406_1317,8.9e-92,268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF003056,Uncategorized;,AENW01000009,null,"HMPREF9406_1320, EFR38392.1",Hypothetical membrane spanning protein,-1.05,32.5,0.302,-3.48,5.03e-4,0.00174,Hypothetical membrane spanning protein,hypothetical protein,negative,723,241,1.00331950207469,25238.1693,8.53509521484375,None,K07150 - K07150 - uncharacterized protein,(S) Function Unknown,-,S,908340.HMPREF9406_1320,1.07e-154,436,Protein of unknown function (DUF554),-,-,-,ko:K07150,-,-,-,-,ko00000,-,-,-,DUF554,NA,NA,NA
RCHGF003063,Uncategorized;,AENW01000009,null,"HMPREF9406_1327, EFR38351.1",NA,-1.68,0.863,0.622,-2.7,0.00692,0.0176,NA,hypothetical protein,negative,117,39,-0.266666666666667,4417.1372,8.56903076171875,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF003065,metabolic process;cellular process;,AENW01000009,null,"HMPREF9406_1329, EFR38476.1",Hydrolase (HAD superfamily),-1.51,47.1,0.239,-6.34,2.26e-10,1.92e-9,Hydrolase (HAD superfamily),Cof-like hydrolase,negative,783,261,-0.255172413793104,29679.4504,5.20086669921875,None,"K02835 - prfA, MTRF1, MRF1 - peptide chain release factor 1",(S) Function Unknown,-,S,908340.HMPREF9406_1329,4.019999999999999e-194,537,Sucrose-6F-phosphate phosphohydrolase,-,-,-,-,-,-,-,-,-,-,-,-,Hydrolase_3,NA,NA,NA
RCHGF003086,Uncategorized;,AENW01000009,null,"HMPREF9406_1349, EFR38564.1",NA,-1.36,5.74,0.374,-3.62,2.9e-4,0.00106,NA,hypothetical protein,negative,111,37,0.727027027027027,4388.3088,8.59161376953125,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF003092,Uncategorized;,AENW01000009,null,"HMPREF9406_1356, EFR38279.1",NA,-1.24,29.4,0.399,-3.11,0.00188,0.00562,NA,hypothetical protein,negative,117,39,1.07948717948718,4358.238,11.1659545898438,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF003093,Uncategorized;,AENW01000009,null,"HMPREF9406_1357, EFR38311.1",NA,-1.13,10.5,0.333,-3.39,6.93e-4,0.00233,NA,hypothetical protein,negative,135,45,0.928888888888888,5067.9177,5.44366455078125,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF003094,metabolic process;cellular process;,AENW01000009,pepT,"pepT, HMPREF9406_1358, EFR38294.1",Tripeptidase T (EC 3.4.11.4),1.08,584,0.282,3.83,1.3e-4,5.24e-4,Tripeptidase T (EC 3.4.11.4),peptidase T (EC 3.4.11.-),negative,1221,407,-0.361425061425062,45478.7671,4.77398681640625,pepT,K01258 - pepT - tripeptide aminopeptidase [EC:3.4.11.4] [3.4.11.4],(E) Amino Acid metabolis and transport,-,E,908340.HMPREF9406_1358,1.1899999999999999e-296,809,Cleaves the N-terminal amino acid of tripeptides,pepT,-,3.4.11.4,ko:K01258,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"M20_dimer,Peptidase_M20,Peptidase_M42",NA,NA,NA
RCHGF003095,Uncategorized;,AENW01000009,null,"HMPREF9406_1359, EFR38428.1",NA,1.74,96.6,0.4,4.34,1.42e-5,6.88e-5,NA,hypothetical protein,negative,444,148,-0.383108108108108,17004.6115,5.72320556640625,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_1359,3.339999999999999e-101,293,Domain of unknown function (DUF2383),-,-,-,-,-,-,-,-,-,-,-,-,DUF2383,NA,NA,NA
RCHGF003112,metabolic process;cellular process;localization;,AENW01000009,null,"HMPREF9406_1382, EFR38324.1",NA,2.29,130,0.373,6.15,7.97e-10,6.47e-9,NA,"ABC transporter, ATP-binding protein",negative,1791,597,0.015075376884422,68225.9416000003,5.69476318359375,None,"K06147 - ABCB-BAC - ATP-binding cassette, subfamily B, bacterial",NA,-,V,908340.HMPREF9406_1382,0,1168,ABC transporter,-,-,-,ko:K06147,-,-,-,-,"ko00000,ko02000","3.A.1.106,3.A.1.109,3.A.1.21",-,-,ABC_tran,ABC,binding,lipid A
RCHGF003113,metabolic process;cellular process;localization;,AENW01000009,null,"HMPREF9406_1383, EFR38288.1",ABC transporter,1.72,78,0.299,5.75,8.91e-9,6.62e-8,ABC transporter,"ABC transporter, ATP-binding protein",negative,1809,603,0.149585406301824,68227.9088000003,5.37493896484375,None,"K06147 - ABCB-BAC - ATP-binding cassette, subfamily B, bacterial",NA,-,V,908340.HMPREF9406_1383,0,1173,ABC transporter,-,-,-,ko:K06147,-,-,-,-,"ko00000,ko02000","3.A.1.106,3.A.1.109,3.A.1.21",-,-,ABC_tran,ABC,binding,lipid A
RCHGF003118,Uncategorized;,AENW01000009,null,"HMPREF9406_1388, EFR38573.1",ABC transporter permease protein,-1.88,135,0.39,-4.81,1.47e-6,8.36e-6,ABC transporter permease protein,"efflux ABC transporter, permease protein",positive,2478,826,0.019249394673123,92669.5370000004,5.79522705078125,None,K02004 - ABC.CD.P - putative ABC transport system permease protein,NA,-,V,908340.HMPREF9406_1388,0,1557,Permease,-,-,-,ko:K02004,-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,"FtsX,MacB_PCD",ABC,membrane,efflux (antimicrobial peptide)
RCHGF003119,Uncategorized;,AENW01000009,null,"HMPREF9406_1389, EFR38347.1",Phage protein,1.85,832,0.412,4.48,7.38e-6,3.75e-5,Phage protein,"toxin-antitoxin system, antitoxin component, HicB family",negative,387,129,-0.331007751937985,14841.0655,5.09393310546875,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_1389,1.8199999999999998e-89,262,"Toxin-antitoxin system, antitoxin component, HicB family",-,-,-,ko:K18843,-,-,-,-,"ko00000,ko02048",-,-,-,HicB_lk_antitox,NA,NA,NA
RCHGF003120,Uncategorized;,AENW01000009,null,"HMPREF9406_1390, EFR38389.1",Phage protein,1.73,309,0.433,4,6.44e-5,2.75e-4,Phage protein,"toxin-antitoxin system, toxin component, HicA family",negative,186,62,-0.285483870967742,6903.1536,10.7084350585938,None,NA,(N) Cell motility,-,N,908340.HMPREF9406_1390,8.559999999999999e-37,124,"HicA toxin of bacterial toxin-antitoxin,",-,-,-,-,-,-,-,-,-,-,-,-,HicA_toxin,NA,NA,NA
RCHGF003127,Uncategorized;,AENW01000009,null,"HMPREF9406_1397, EFR38454.1",NA,-1.41,251,0.295,-4.78,1.72e-6,9.6e-6,NA,hypothetical protein,negative,1470,490,-0.513061224489796,57947.4064000001,4.75689697265625,None,NA,NA,-,-,908340.HMPREF9406_1397,0,966,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF003130,Uncategorized;,AENW01000009,null,"HMPREF9406_1400, EFR38292.1",Superfamily I DNA helicase,-1.01,252,0.434,-2.33,0.0198,0.0434,Superfamily I DNA helicase,hypothetical protein,negative,4218,1406,-0.556685633001422,164454.1458,6.37518310546875,None,NA,(L) Replication and repair,-,L,908340.HMPREF9406_1400,0,2798,AAA domain,-,-,-,-,-,-,-,-,-,-,-,-,"AAA_11,AAA_12",NA,NA,NA
RCHGF003133,Uncategorized;,AENW01000009,null,"HMPREF9406_1403, EFR38286.1",Hypothetical protein,-1.12,3010,0.196,-5.72,1.08e-8,7.91e-8,Hypothetical protein,RES domain protein,negative,1089,363,-0.420936639118458,42501.7601,5.55316162109375,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_1403,2.77e-275,751,RES,-,-,-,-,-,-,-,-,-,-,-,-,RES,NA,NA,NA
RCHGF003135,Uncategorized;,AENW01000009,null,"HMPREF9406_1405, EFR38567.1",Hypothetical cytosolic protein,-1.45,840,0.41,-3.54,3.96e-4,0.00141,Hypothetical cytosolic protein,hypothetical protein,negative,858,286,-0.358741258741259,33730.7128,9.04742431640625,None,NA,NA,-,-,908340.HMPREF9406_1405,5.32e-207,572,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF003136,Uncategorized;,AENW01000009,null,"HMPREF9406_1406, EFR38523.1",Transcriptional regulator,-1.24,4.17,0.503,-2.47,0.0135,0.0313,Transcriptional regulator,hypothetical protein,negative,216,72,-0.634722222222222,8645.7136,5.09368896484375,None,NA,(K) Transcription,-,K,908340.HMPREF9406_1406,2.1299999999999998e-48,154,Cro/C1-type HTH DNA-binding domain,-,-,-,-,-,-,-,-,-,-,-,-,HTH_26,NA,NA,NA
RCHGF003143,metabolic process;cellular process;response to stimulus;,AENW01000008,sodA,"sodA, HMPREF9406_0002, EFR38625.1",Superoxide dismutase (EC 1.15.1.1),8.32,1760,0.263,31.7,1.54e-220,3.8499999999999997e-218,Superoxide dismutase (EC 1.15.1.1),"superoxide dismutase, Mn/Fe family (EC 1.15.1.1)",negative,621,207,-0.554106280193237,24800.7878,7.02618408203125,sodA,"K04564 - SOD2 - superoxide dismutase, Fe-Mn family [EC:1.15.1.1] [1.15.1.1]",(C) Energy production and conversion,MAPK signaling pathway - fly; FoxO signaling pathway; Peroxisome; Longevity regulating pathway; Longevity regulating pathway - worm; Longevity regulating pathway - multiple species; Huntington disease,C,908340.HMPREF9406_0002,1.9299999999999998e-156,437,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,sodA,-,1.15.1.1,ko:K04564,"ko04013,ko04068,ko04146,ko04211,ko04212,ko04213,ko05016,map04013,map04068,map04146,map04211,map04212,map04213,map05016",-,-,-,"ko00000,ko00001,ko01000",-,-,-,"Sod_Fe_C,Sod_Fe_N",NA,NA,NA
RCHGF003167,Uncategorized;,AENW01000008,null,"HMPREF9406_0027, EFR38651.1",NA,-1.54,7.97,0.373,-4.14,3.47e-5,1.54e-4,NA,hypothetical protein,negative,732,244,0.644262295081967,27527.4159,6.64739990234375,None,NA,(K) Transcription,-,K,999413.HMPREF1094_01667,1.17e-164,461,"DNA-templated transcription, initiation",-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF003173,Uncategorized;,AENW01000008,null,"HMPREF9406_0033, EFR38589.1",NA,-1.38,5.98,0.488,-2.82,0.00479,0.0127,NA,hypothetical protein,negative,378,126,-0.755555555555556,14525.4181,5.72796630859375,None,NA,NA,-,-,908340.HMPREF9406_0033,1.99e-78,234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF003177,Uncategorized;,AENW01000008,null,"HMPREF9406_0037, EFR38627.1","PTS system, mannitol (Cryptic)-specific IIA component (EC 2.7.1.69) / Transcription antiterminator, BglG family",-1.04,32.4,0.245,-4.25,2.16e-5,1.01e-4,"PTS system, mannitol (Cryptic)-specific IIA component (EC 2.7.1.69) / Transcription antiterminator, BglG family",Transferred to 2.7.1.191 and 2.7.1.192 and 2.7.1.193 and 2.7.1.194 and 2.7.1.195 and 2.7.1.196 and 2.7.1.197 and 2.7.1.198 and 2.7.1.199 and 2.7.1.200 and 2.7.1.201 and 2.7.1.202 and 2.7.1.203 and 2.7.1.204 and 2.7.1.205 and 2.7.1.206 and 2.7.1.207 and 2.7.1.208 (EC 2.7.1.69) / putative licABCH operon regulator (EC 2.7.1.-),negative,1971,657,-0.278082191780822,76501.8945000003,5.49627685546875,None,K03491 - licR - lichenan operon transcriptional antiterminator,(G) Carbohydrate metabolism and transport; (K) Transcription; (T) Signal Transduction,-,GKT,908340.HMPREF9406_0037,0,1267,PRD domain,-,-,-,ko:K03491,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_11,Mga,PRD,PTS_EIIA_2,PTS_IIB",NA,NA,NA
RCHGF003187,metabolic process;cellular process;localization;,AENW01000008,frwB,"frwB, HMPREF9406_0047, EFR38596.1","PTS system, fructose-like IIB component (EC 2.7.1.69)",-2.37,6.52,0.809,-2.92,0.00346,0.00976,"PTS system, fructose-like IIB component (EC 2.7.1.69)","PTS system, Fru family, IIB component (EC 2.7.1.69)",negative,312,104,-0.055769230769231,11548.541,6.11590576171875,frwB,"K02769 - PTS-Fru-EIIB, fruA - PTS system, fructose-specific IIB component [EC:2.7.1.202] [2.7.1.202]",(G) Carbohydrate metabolism and transport,Fructose and mannose metabolism; Metabolic pathways; Microbial metabolism in diverse environments; Phosphotransferase system (PTS),G,908340.HMPREF9406_0047,8.25e-63,192,Pts system,-,-,2.7.1.202,ko:K02769,"ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060",M00273,R03232,"RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000",4.A.2.1,-,-,PTS_IIB,SSPTS,EnzymeIIB,fructose
RCHGF003188,metabolic process;cellular process;localization;,AENW01000008,null,"HMPREF9406_0048, EFR38646.1","PTS SYSTEM, FRUCTOSE-LIKE-1 IIA COMPONENT (EC 2.7.1.69)",-3.15,9.14,0.65,-4.85,1.24e-6,7.06e-6,"PTS SYSTEM, FRUCTOSE-LIKE-1 IIA COMPONENT (EC 2.7.1.69)","phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2",negative,459,153,-0.122222222222222,17297.7977,4.91754150390625,None,"K02768 - PTS-Fru-EIIA, fruB - PTS system, fructose-specific IIA component [EC:2.7.1.202] [2.7.1.202]",(G) Carbohydrate metabolism and transport,Fructose and mannose metabolism; Metabolic pathways; Microbial metabolism in diverse environments; Phosphotransferase system (PTS),G,908340.HMPREF9406_0048,4.17e-102,296,"Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2",-,-,2.7.1.202,ko:K02768,"ko00051,ko01100,ko01120,ko02060,map00051,map01100,map01120,map02060",M00273,R03232,"RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000",4.A.2.1,-,-,PTS_EIIA_2,SSPTS,EnzymeIIA,fructose
RCHGF003192,Uncategorized;,AENW01000008,null,"HMPREF9406_0052, EFR38578.1",NA,1.27,2.09,0.534,2.37,0.0176,0.0393,NA,putative cellobiose phosphotransferase system IIA component,negative,336,112,-0.251785714285714,12590.2872,5.48687744140625,None,"K02759 - PTS-Cel-EIIA, celC, chbA - PTS system, cellobiose-specific IIA component [EC:2.7.1.196 2.7.1.205] [2.7.1.196 2.7.1.205]",(G) Carbohydrate metabolism and transport,Starch and sucrose metabolism; Phosphotransferase system (PTS),G,908340.HMPREF9406_0052,3.11e-73,219,phosphoenolpyruvate-dependent sugar phosphotransferase system,-,-,"2.7.1.196,2.7.1.205",ko:K02759,"ko00500,ko02060,map00500,map02060",M00275,"R11170,R11172","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000",4.A.3.2,-,-,PTS_IIA,SSPTS,EnzymeIIA,cellobiose
RCHGF003195,Uncategorized;,AENW01000008,null,"HMPREF9406_0055, EFR38641.1",NA,1.99,133,0.341,5.83,5.54e-9,4.22e-8,NA,HTH domain protein,positive,1911,637,-0.312401883830455,74521.0627000002,5.91314697265625,None,K03491 - licR - lichenan operon transcriptional antiterminator,(G) Carbohydrate metabolism and transport; (K) Transcription; (T) Signal Transduction,-,GKT,908340.HMPREF9406_0055,0,1245,PRD domain protein,-,-,-,ko:K03491,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_11,Mga,PRD,PTS_EIIA_2",NA,NA,NA
RCHGF003196,Uncategorized;,AENW01000008,null,"HMPREF9406_0056, EFR38642.1",NA,-1.28,12.5,0.406,-3.15,0.00161,0.0049,NA,hypothetical protein,negative,117,39,-0.325641025641026,4700.5117,10.6204223632813,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
