"id","ERGO_Function","GenBank_Function","strand","length_nt","length_aa","GRAVY","Molecular_Weight","Iso_electric_Point","gene_name","Kegg_Orthology","COG_Category_description","KEGG_Pathway_names","COG_category_eggnog","seed_ortholog_eggnog","evalue_eggnog","score_eggnog","Description_eggnog","Preferred_name_eggnog","GOs_eggnog","EC_eggnog","KEGG_ko_eggnog","KEGG_Pathway_eggnog","KEGG_Module_eggnog","KEGG_Reaction_eggnog","KEGG_rclass_eggnog","BRITE_eggnog","KEGG_TC_eggnog","CAZy_eggnog","BiGG_Reaction_eggnog","PFAMs_eggnog","TransAAP_Transporter_Family","TransAAP_Subfamily","TransAAP_Substrate_Function"
"RVCYZ001448","Transcriptional regulator, LacI family","LacI family DNA-binding transcriptional regulator","positive",1008,336,"0.076785714285714","36860.6421","5.26470947265625","None","K02014 - TC.FEV.OM - iron complex outermembrane recepter protein","(K) Transcription","-","K","552531.BIF_00745","4.41E-232","642","Psort location Cytoplasmic, score","-","-","-","-","-","-","-","-","-","-","-","-","LacI,Peripla_BP_3","NA","NA","NA"
"RVCYZ001449","Maltose/maltodextrin-binding protein","ABC transporter substrate-binding protein","negative",1332,444,"-0.536711711711711","48592.6722000001","4.98541259765625","None","K10117 - msmE - raffinose/stachyose/melibiose transport system substrate-binding protein","(G) Carbohydrate metabolism and transport","ABC transporters","G","552531.BIF_00469","8.24e-308","840","Bacterial extracellular solute-binding protein","amyE","-","-","ko:K10117","ko02010,map02010","M00196","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.1.28","-","-","SBP_bac_8","ABC","binding protein","sugar"
"RVCYZ001450","Oligo-1,6-glucosidase (EC 3.2.1.10)","glycoside hydrolase family 13 protein","positive",1773,591,"-0.53637901861252","66630.9179000003","4.65350341796875","None","K01187 - malZ - alpha-glucosidase [EC:3.2.1.20] [3.2.1.20]","(G) Carbohydrate metabolism and transport","Galactose metabolism; Starch and sucrose metabolism; Metabolic pathways","G","552531.BIF_00496","0","1269","Alpha-amylase domain","-","-","3.2.1.20","ko:K01187","ko00052,ko00500,ko01100,map00052,map00500,map01100","-","R00028,R00801,R00802,R06087,R06088","RC00028,RC00049,RC00077","ko00000,ko00001,ko01000","-","GH31","-","Alpha-amylase,DUF3459","NA","NA","NA"
"RVCYZ001451","Phosphoglycerate mutase family protein","histidine phosphatase family protein (EC 3.1.3.-)","negative",666,222,"-0.303603603603604","24380.729","4.98150634765625","None","K15634 - gpmB - probable phosphoglycerate mutase [EC:5.4.2.12] [5.4.2.12]","(G) Carbohydrate metabolism and transport","Porphyrin metabolism; Metabolic pathways","G","552531.BIF_01682","4.68E-160","448","Phosphoglycerate mutase family","gpm2","GO:0003674,GO:0003824,GO:0003993,GO:0005488,GO:0005515,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0042578,GO:0042802,GO:0042803,GO:0044237,GO:0046983","3.1.3.73","ko:K02226","ko00860,ko01100,map00860,map01100","M00122","R04594,R11173","RC00017","ko00000,ko00001,ko00002,ko01000","-","-","-","His_Phos_1","NA","NA","NA"
"RVCYZ001452","Hypothetical membrane associated protein","DUF4235 domain-containing protein","positive",450,150,"-0.518","16627.8976","9.98968505859375","None",,"(S) Function Unknown","-","S","552531.BIF_01683","1.37E-97","286","Protein of unknown function (DUF4235)","-","-","-","-","-","-","-","-","-","-","-","-","DUF4235","NA","NA","NA"
"RVCYZ001453","Chromate reductase (EC 1.-.-.-) / Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-) / NAD(P)H-dependent FMN reductase (EC 1.5.1.39)","nitroreductase family protein","positive",774,258,"-0.312015503875969","28894.2032","4.82415771484375","None","K01682 - acnB - aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99] [4.2.1.3 4.2.1.99]; K07516 - fadN - 3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35] [1.1.1.35]","(C) Energy production and conversion","-","C","552531.BIF_01684","1.44E-181","505","Nitroreductase family","nfrA","-","-","-","-","-","-","-","-","-","-","-","Nitroreductase","NA","NA","NA"
"RVCYZ001454","Hypothetical protein","hypothetical protein","negative",249,83,"-1.17590361445783","10096.4468","10.1546020507813","None",,"NA","-","-","552531.BIF_01685","4.78E-59","181","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ001455","Multidrug resistance protein B","drug:proton antiporter","negative",588,196,"0.760714285714286","21166.8259","9.41058349609375","None",,"(E) Amino Acid metabolis and transport; (G) Carbohydrate metabolism and transport; (P) Inorganic ion transport and metabolism","-","EGP","552531.BIF_01686","9.5E-129","367","Major facilitator Superfamily","iolT","-","-","-","-","-","-","-","-","-","-","-","MFS_1,Sugar_tr","MFS",,"multidrug efflux (EmrB/QacA subfamily)"
"RVCYZ001457","Chromosome partitioning protein parA","ParA family protein","positive",972,324,"-0.053703703703704","35252.434","4.66143798828125","None","K03496 - parA, soj - chromosome partitioning protein","(D) Cell cycle control and mitosis","-","D","552531.BIF_00740","2.2E-225","622","CobQ CobB MinD ParA nucleotide binding domain protein","parA","-","-","ko:K03496","-","-","-","-","ko00000,ko03036,ko04812","-","-","-","AAA_31","NA","NA","NA"
"RVCYZ001458","Chromosome partitioning protein parB","ParB/RepB/Spo0J family partition protein","positive",1386,462,"-0.662554112554112","50919.0364000001","6.12261962890625","None","K03497 - parB, spo0J - ParB family transcriptional regulator, chromosome partitioning protein","(K) Transcription","-","K","552531.BIF_00741","0","867","Belongs to the ParB family","parB","GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005694,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044464,GO:0060187,GO:0071944","-","ko:K03497","-","-","-","-","ko00000,ko03000,ko03036,ko04812","-","-","-","ParBc","NA","NA","NA"
"RVCYZ001459","Thioredoxin reductase (EC 1.8.1.9)","thioredoxin-disulfide reductase (EC 1.8.1.9)","negative",960,320,"-0.0675","33877.5957","4.78289794921875","trxB","K00384 - trxB, TRR - thioredoxin reductase (NADPH) [EC:1.8.1.9] [1.8.1.9]","(C) Energy production and conversion","Selenocompound metabolism","C","552531.BIF_02198","2.29E-228","629","Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family","trxB","-","1.8.1.9","ko:K00384","ko00450,map00450","-","R02016,R03596,R09372","RC00013,RC02518,RC02873","ko00000,ko00001,ko01000","-","-","-","Pyr_redox_2","NA","NA","NA"
"RVCYZ001460","Virulence factor mviN","murein biosynthesis integral membrane protein MurJ","negative",4020,1340,"0.138507462686568","143228.159","6.02911376953125","None","K03980 - murJ, mviN - putative peptidoglycan lipid II flippase","(K) Transcription; (L) Replication and repair; (T) Signal Transduction","-","KLT","552531.BIF_01669","0","2488","MviN-like protein","mviN","GO:0003674,GO:0005215,GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0042221,GO:0042493,GO:0042891,GO:0042895,GO:0044425,GO:0044459,GO:0044464,GO:0046677,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071944","-","ko:K03980","-","-","-","-","ko00000,ko01011,ko02000","2.A.66.4","-","-","MVIN","MOP","MVF","virulence factor MviN"
"RVCYZ001461","Hypothetical secreted protein","DUF6049 family protein","negative",2247,749,"-0.256742323097462","80293.2477000006","4.86041259765625","None","K02963 - RP-S18, MRPS18, rpsR - small subunit ribosomal protein S18","NA","-","-","552531.BIF_01671","0","1449","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ001462","Phosphohydrolase (MutT/nudix family protein)","NUDIX hydrolase (EC 3.6.-.-)","negative",1002,334,"-0.543113772455089","36605.4573","5.88287353515625","None","K02686 - priB - primosomal replication protein N","(L) Replication and repair","-","L","552531.BIF_01672","1.51E-239","659","Belongs to the Nudix hydrolase family","mutT4","-","-","-","-","-","-","-","-","-","-","-","NUDIX","NA","NA","NA"
"RVCYZ001463","tRNA nucleotidyltransferase (EC 2.7.7.72)","CCA tRNA nucleotidyltransferase (EC 2.7.7.72)","positive",1416,472,"-0.460381355932203","53571.0217000001","5.35052490234375","None","K00970 - pcnB - poly(A) polymerase [EC:2.7.7.19] [2.7.7.19]","(J) Translation","Nucleocytoplasmic transport; RNA degradation","J","552531.BIF_01673","0","950","Probable RNA and SrmB- binding site of polymerase A","pcnA","-","2.7.7.19,2.7.7.72","ko:K00970,ko:K00974","ko03013,ko03018,map03013,map03018","-","R09382,R09383,R09384,R09386","RC00078","ko00000,ko00001,ko01000,ko03016,ko03019","-","-","-","HD,PolyA_pol,PolyA_pol_RNAbd","NA","NA","NA"
"RVCYZ001464","Hypothetical membrane associated protein","LytR C-terminal domain-containing protein","negative",624,208,"-0.269711538461538","22592.2362","5.60748291015625","None","K09007 - folE2 - GTP cyclohydrolase IB [EC:3.5.4.16] [3.5.4.16]; K15268 - eamA - O-acetylserine/cysteine efflux transporter","(S) Function Unknown","-","S","552531.BIF_01674","1.51E-145","410","LytR cell envelope-related transcriptional attenuator","-","-","-","-","-","-","-","-","-","-","-","-","LytR_C","NA","NA","NA"
"RVCYZ001465","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase","negative",954,318,"0.034276729559749","32998.7141","5.16021728515625","None","K00919 - ispE - 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148] [2.7.1.148]","(F) Nucleotide metabolism and transport","Terpenoid backbone biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA","F","552531.BIF_01675","1.44E-227","627","Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol","ispE","GO:0003674,GO:0003824,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0040007,GO:0044237,GO:0050515","2.7.1.148","ko:K00919","ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130","M00096","R05634","RC00002,RC01439","ko00000,ko00001,ko00002,ko01000","-","-","-","GHMP_kinases_C,GHMP_kinases_N","NA","NA","NA"
"RVCYZ001466","Dimethyladenosine transferase (EC 2.1.1.182)","16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA (EC 2.1.1.182)","negative",891,297,"-0.069360269360269","31984.1885","6.20867919921875","rsmA","K02528 - ksgA - 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182] [2.1.1.182]","(J) Translation","-","J","552531.BIF_01676","1.13E-208","578","Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits","ksgA","GO:0000154,GO:0000179,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016433,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360","2.1.1.182","ko:K02528","-","-","R10716","RC00003,RC03257","ko00000,ko01000,ko03009","-","-","-","RrnaAD","NA","NA","NA"
"RVCYZ001467","Resuscitation-promoting factor","G5 domain-containing protein","negative",1545,515,"-0.686019417475727","55981.4374000002","5.66094970703125","None","K03602 - xseB - exodeoxyribonuclease VII small subunit [EC:3.1.11.6] [3.1.11.6]","(S) Function Unknown","-","S","552531.BIF_01677","7.02E-285","789","G5","rpfB","GO:0005575,GO:0005576,GO:0008150,GO:0009892,GO:0009893,GO:0010468,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0019222,GO:0022611,GO:0032502,GO:0040008,GO:0040009,GO:0040010,GO:0044111,GO:0044114,GO:0044115,GO:0044403,GO:0044419,GO:0045927,GO:0048518,GO:0048519,GO:0050789,GO:0051704,GO:0060255,GO:0065007,GO:0085016","-","ko:K21688","-","-","-","-","ko00000","-","-","-","DUF348,G5,Transglycosylas","NA","NA","NA"
"RVCYZ001468","Disulfide Isomerase","thioredoxin domain-containing protein","negative",1035,345,"-0.572173913043478","37964.183","6.54656982421875","None","K02342 - dnaQ - DNA polymerase III subunit epsilon [EC:2.7.7.7] [2.7.7.7]","(O) Post-translational modification, protein turnover, chaperone functions","-","O","1692.BMAGN_1513","3.47E-114","341","Thioredoxin","-","-","-","-","-","-","-","-","-","-","-","-","Thioredoxin_4","NA","NA","NA"
"RVCYZ001469","Serine/threonine protein kinase (EC 2.7.11.1)","protein kinase","negative",2115,705,"-0.00709219858156","75758.6728000005","5.55535888671875","None","K01682 - acnB - aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99] [4.2.1.3 4.2.1.99]","(K) Transcription; (L) Replication and repair; (T) Signal Transduction","-","KLT","552531.BIF_01679","0","1391","Protein tyrosine kinase","-","-","-","-","-","-","-","-","-","-","-","-","Pkinase","NA","NA","NA"
"RVCYZ001470","Potassium channel protein","potassium channel family protein","negative",1020,340,"0.113529411764706","37532.8369","8.54290771484375","None","K10716 - kch, trkA, mthK, pch - voltage-gated potassium channel","(U) Intracellular trafficing and secretion","-","U","552531.BIF_01680","1.41E-241","666","Ion channel","-","-","-","ko:K10716","-","-","-","-","ko00000,ko02000","1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6","-","-","Ion_trans_2","VIC",,"potassium ion channel"
"RVCYZ001471","Sugar transport ATP-binding protein","sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC","positive",1131,377,"-0.206100795755968","41346.0967","5.69354248046875","ugpC","K10112 - msmX, msmK, malK, sugC, ggtA, msiK - multiple sugar transport system ATP-binding protein","(E) Amino Acid metabolis and transport","ABC transporters","E","552531.BIF_01681","6.27E-270","739","Belongs to the ABC transporter superfamily","ugpC","-","-","ko:K10112","ko02010,map02010","M00194,M00196,M00197,M00200,M00201,M00206,M00207,M00491,M00602,M00605,M00606","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.1","-","-","ABC_tran,TOBE,TOBE_2","ABC","binding","polyamine"
"RVCYZ001472","Hypothetical protein","DUF4032 domain-containing protein","positive",1446,482,"-0.404356846473029","54379.5461000001","4.75640869140625","None","K00375 - K00375 - GntR family transcriptional regulator / MocR family aminotransferase; K02282 - cpaE, tadZ - pilus assembly protein CpaE","(K) Transcription; (L) Replication and repair; (T) Signal Transduction","-","KLT","552531.BIF_01046","0","966","Domain of unknown function (DUF4032)","-","-","-","-","-","-","-","-","-","-","-","-","DUF4032,Kdo","NA","NA","NA"
"RVCYZ001473","23S rRNA Gm2251 methyltransferase (EC 2.1.1.185)","23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB","negative",993,331,"-0.317220543806647","35366.8906","10.0774536132813","rlmB","K03218 - rlmB - 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185] [2.1.1.185]","(J) Translation","-","J","552531.BIF_01240","3.62E-223","617","Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family","rlmB","GO:0000154,GO:0000451,GO:0000453,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0040007,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0070039,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360","2.1.1.185","ko:K03218","-","-","-","-","ko00000,ko01000,ko03009","-","-","-","SpoU_methylase,SpoU_sub_bind","NA","NA","NA"
"RVCYZ001474","Calcium-transporting ATPase (EC 3.6.3.8)","cation-translocating P-type ATPase","positive",2988,996,"0.161847389558233","106347.949900001","5.06781005859375","None","K06016 - pydC - beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87] [3.5.1.6 3.5.1.87]","(P) Inorganic ion transport and metabolism","-","P","552531.BIF_00250","0","1884","Cation transporter/ATPase, N-terminus","pacL2","-","3.6.3.8","ko:K01537","-","-","-","-","ko00000,ko01000","3.A.3.2","-","-","Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Hydrolase_3","P-ATPase",,"calcium ion/manganese ion"
"RVCYZ001475","Deoxycytidine triphosphate deaminase (EC 3.5.4.13)","dCTP deaminase (EC 3.5.4.13)","positive",579,193,"-0.45440414507772","21686.8839","4.99041748046875","dcd","K01494 - dcd - dCTP deaminase [EC:3.5.4.13] [3.5.4.13]","(F) Nucleotide metabolism and transport","Pyrimidine metabolism; Metabolic pathways","F","552531.BIF_00943","5.78E-143","405","Belongs to the dCTP deaminase family","dcd","GO:0003674,GO:0003824,GO:0004170,GO:0016462,GO:0016787,GO:0016810,GO:0016814,GO:0016817,GO:0016818,GO:0019239,GO:0033973,GO:0047429","3.5.4.13","ko:K01494","ko00240,ko01100,map00240,map01100","M00053","R00568,R02325","RC00074","ko00000,ko00001,ko00002,ko01000","-","-","-","DCD","NA","NA","NA"
"RVCYZ001476","Hypothetical protein","hypothetical protein","positive",1557,519,"-0.6009633911368","53161.5199000002","4.38995361328125","None",,"(D) Cell cycle control and mitosis","-","D","552531.BIF_00942","2.47E-253","709","nuclear chromosome segregation","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ001477","COBF protein (EC 2.1.1.-)","alpha/beta hydrolase-fold protein","positive",936,312,"-0.28397435897436","34212.5118","4.27435302734375","None","K06999 - K06999 - phospholipase/carboxylesterase","(S) Function Unknown","-","S","552531.BIF_01483","3.82E-232","638","Phospholipase/Carboxylesterase","-","-","-","ko:K06999","-","-","-","-","ko00000","-","-","-","Abhydrolase_2","NA","NA","NA"
"RVCYZ001478","Na+/H+ antiporter nhaP","Na+/H+ antiporter","negative",2070,690,"0.342318840579712","76358.1219000002","7.82916259765625","None","K03316 - TC.CPA1 - monovalent cation:H+ antiporter, CPA1 family","(P) Inorganic ion transport and metabolism","-","P","552531.BIF_01482","0","1287","Sodium/hydrogen exchanger family","nhaP","-","-","ko:K03316","-","-","-","-","ko00000","2.A.36","-","-","Na_H_Exchanger","CPA1",,"sodium ion:proton antiporter"
"RVCYZ001479","tRNA-specific adenosine deaminase (EC 3.5.4.-)","nucleoside deaminase (EC 3.5.4.33)","positive",507,169,"-0.101775147928994","18146.563","6.64581298828125","None","K11991 - tadA - tRNA(adenine34) deaminase [EC:3.5.4.33] [3.5.4.33]","(F) Nucleotide metabolism and transport; (J) Translation","Pyrimidine metabolism; Arginine and proline metabolism; Metabolic pathways","FJ","552531.BIF_01481","1.83E-123","352","Catalyzes the deamination of adenosine to inosine at the wobble position 34 of tRNA(Arg2)","tadA","-","3.5.4.1,3.5.4.33","ko:K01485,ko:K11991","ko00240,ko00330,ko01100,map00240,map00330,map01100","-","R00974,R01411,R02922,R10223","RC00074,RC00477,RC00514,RC00809","ko00000,ko00001,ko01000,ko03016","-","-","-","MafB19-deam,dCMP_cyt_deam_1","NA","NA","NA"
"RVCYZ001480","Alpha-galactosidase (EC 3.2.1.22)","alpha-galactosidase (EC 3.2.1.22)","positive",2220,740,"-0.22","81228.2099000004","5.17413330078125","None","K07407 - E3.2.1.22B, galA, rafA - alpha-galactosidase [EC:3.2.1.22] [3.2.1.22]","(G) Carbohydrate metabolism and transport","Galactose metabolism; Glycerolipid metabolism; Sphingolipid metabolism; Glycosphingolipid biosynthesis - globo and isoglobo series","G","552531.BIF_00525","0","1516","Glycosyl hydrolase family 36 N-terminal domain","-","-","3.2.1.22","ko:K07407","ko00052,ko00561,ko00600,ko00603,map00052,map00561,map00600,map00603","-","R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R06091","RC00049,RC00059,RC00451","ko00000,ko00001,ko01000","-","-","-","Glyco_hydro_36C,Glyco_hydro_36N,Melibiase","NA","NA","NA"
"RVCYZ001481","Transcriptional regulator, ROK family","ROK family protein","negative",1206,402,"-0.193283582089552","43870.8107000001","5.51336669921875","None","K00969 - nadD - nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18] [2.7.7.18]; K03657 - uvrD, pcrA - DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12] [3.6.4.12]","(G) Carbohydrate metabolism and transport; (K) Transcription","-","GK","552531.BIF_00628","2.57E-297","810","ROK family","-","-","-","-","-","-","-","-","-","-","-","-","ROK","NA","NA","NA"
"RVCYZ001482","Raffinose-binding protein","ABC transporter substrate-binding protein","positive",1260,420,"-0.315476190476191","46372.7972000001","5.35491943359375","None","K10117 - msmE - raffinose/stachyose/melibiose transport system substrate-binding protein","(G) Carbohydrate metabolism and transport","ABC transporters","G","552531.BIF_01592","2.56E-300","820","Bacterial extracellular solute-binding protein","-","-","-","ko:K10117","ko02010,map02010","M00196","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.1.28","-","-","SBP_bac_1,SBP_bac_8","ABC","binding protein","sugar"
"RVCYZ001483","Raffinose transport system permease protein","sugar ABC transporter permease","positive",951,317,"0.516719242902208","35529.1782","9.22430419921875","None","K10118 - msmF - raffinose/stachyose/melibiose transport system permease protein","(G) Carbohydrate metabolism and transport","ABC transporters","G","552531.BIF_01593","5.54E-230","633","Binding-protein-dependent transport system inner membrane component","-","-","-","ko:K10118","ko02010,map02010","M00196","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.1.28","-","-","BPD_transp_1","ABC","membrane","sugar"
"RVCYZ001484","Raffinose transport system permease protein","carbohydrate ABC transporter permease","positive",846,282,"0.658510638297873","31416.8252","9.90521240234375","None","K10119 - msmG - raffinose/stachyose/melibiose transport system permease protein","(G) Carbohydrate metabolism and transport","ABC transporters","G","552531.BIF_01594","2.13E-195","543","Binding-protein-dependent transport system inner membrane component","-","-","-","ko:K10119","ko02010,map02010","M00196","-","-","ko00000,ko00001,ko00002,ko02000","3.A.1.1.28","-","-","BPD_transp_1","ABC","membrane","sugar"
"RVCYZ001485","Glycosyl hydrolase","Sip1-related alpha-galactosidase","positive",1890,630,"-0.264920634920634","70667.9735000003","5.07696533203125","None","K06617 - E2.4.1.82 - raffinose synthase [EC:2.4.1.82] [2.4.1.82]","(G) Carbohydrate metabolism and transport","-","G","552531.BIF_01595","0","1337","Raffinose synthase or seed imbibition protein Sip1","-","-","-","-","-","-","-","-","-","-","-","-","Raffinose_syn","NA","NA","NA"
"RVCYZ001486","Hypothetical protein","hypothetical protein","negative",954,318,"-0.409433962264151","36502.3627","8.17999267578125","None","K16320 - andAd - anthranilate 1,2-dioxygenase small subunit [EC:1.14.12.1] [1.14.12.1]","(K) Transcription","-","K","552531.BIF_01596","2.78E-237","652","Psort location Cytoplasmic, score","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ001487","Oligo-1,6-glucosidase (EC 3.2.1.10)","alpha-glucosidase","positive",1833,611,"-0.595744680851063","68862.5117000003","4.70928955078125","None","K01182 - IMA, malL - oligo-1,6-glucosidase [EC:3.2.1.10] [3.2.1.10]","(G) Carbohydrate metabolism and transport","Galactose metabolism; Starch and sucrose metabolism; Metabolic pathways","G","552531.BIF_01597","0","1268","Alpha amylase, catalytic domain protein","-","-","3.2.1.10","ko:K01182","ko00052,ko00500,ko01100,map00052,map00500,map01100","-","R00801,R01718,R01791,R06199","RC00028,RC00059,RC00077,RC00451","ko00000,ko00001,ko01000","-","GH13","-","Alpha-amylase,DUF3459,Malt_amylase_C","NA","NA","NA"
"RVCYZ001488","Threonine dehydratase (EC 4.3.1.19)","threonine ammonia-lyase (EC 4.3.1.19)","positive",1263,421,"0.049406175771972","45190.459","5.30389404296875","ilvA","K01754 - E4.3.1.19, ilvA, tdcB - threonine dehydratase [EC:4.3.1.19] [4.3.1.19]","(E) Amino Acid metabolis and transport","Glycine, serine and threonine metabolism; Valine, leucine and isoleucine biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA; Carbon metabolism; Biosynthesis of amino acids","E","552531.BIF_01598","1.19E-297","813","Pyridoxal-phosphate dependent enzyme","ilvA","GO:0005575,GO:0005623,GO:0005886,GO:0006082,GO:0006520,GO:0006566,GO:0006807,GO:0008150,GO:0008152,GO:0009066,GO:0009987,GO:0016020,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044464,GO:0071704,GO:0071944,GO:1901564,GO:1901605","4.3.1.19","ko:K01754","ko00260,ko00290,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00290,map01100,map01110,map01130,map01200,map01230","M00570","R00220,R00996","RC00418,RC02600","ko00000,ko00001,ko00002,ko01000","-","-","iNJ661.Rv1559","PALP,Thr_dehydrat_C","NA","NA","NA"
"RVCYZ001489","SIR2 family protein","Sir2 family NAD-dependent protein deacetylase","negative",753,251,"-0.269322709163347","27617.1086","5.65289306640625","None","K12410 - npdA - NAD-dependent deacetylase [EC:3.5.1.-] [3.5.1.-]","(K) Transcription","-","K","552531.BIF_01546","2.72E-187","519","Sir2 family","cobB2","-","-","ko:K12410","-","-","-","-","ko00000,ko01000","-","-","-","SIR2","NA","NA","NA"
"RVCYZ001490","Transcriptional regulator, LacI family","LacI family DNA-binding transcriptional regulator","negative",1047,349,"-0.285386819484241","37906.3809","6.53546142578125","None","K02529 - lacI, galR - LacI family transcriptional regulator","(K) Transcription","-","K","552531.BIF_01547","2.59E-257","704","Periplasmic binding protein domain","-","-","-","ko:K02529","-","-","-","-","ko00000,ko03000","-","-","-","LacI,Peripla_BP_3","NA","NA","NA"
"RVCYZ001491","Hypothetical cytosolic protein","glycoside hydrolase family 127 protein","positive",2013,671,"-0.315201192250372","75369.7515000003","4.81793212890625","None","K18205 - hypBA1 - non-reducing end beta-L-arabinofuranosidase [EC:3.2.1.185] [3.2.1.185]","(S) Function Unknown","-","S","552531.BIF_01548","0","1378","Beta-L-arabinofuranosidase, GH127","-","-","3.2.1.185","ko:K09955,ko:K18205","-","-","-","-","ko00000,ko01000","-","GH127","-","Glyco_hydro_127","NA","NA","NA"
"RVCYZ001492","Isoprimeverose-proton symporter","MFS transporter","positive",1443,481,"0.522661122661123","52164.3932","8.79998779296875","None","K03292 - TC.GPH - glycoside/pentoside/hexuronide:cation symporter, GPH family","(G) Carbohydrate metabolism and transport","-","G","552531.BIF_01549","0","939","Psort location CytoplasmicMembrane, score 10.00","-","-","-","ko:K03292","-","-","-","-","ko00000","2.A.2","-","-","MFS_2","GPH",,"multidrug efflux"
