id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO_Function,GenBank_Function,strand,length_nt,length_aa,GRAVY,Molecular_Weight,Iso_electric_Point,gene_name,Kegg_Orthology,COG_Category_description,KEGG_Pathway_names,COG_category_eggnog,seed_ortholog_eggnog,evalue_eggnog,score_eggnog,Description_eggnog,Preferred_name_eggnog,GOs_eggnog,EC_eggnog,KEGG_ko_eggnog,KEGG_Pathway_eggnog,KEGG_Module_eggnog,KEGG_Reaction_eggnog,KEGG_rclass_eggnog,BRITE_eggnog,KEGG_TC_eggnog,CAZy_eggnog,BiGG_Reaction_eggnog,PFAMs_eggnog,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RVCYZ001155,Uncategorized;,NODE_6_length_165740_cov_33.678570,null,"pgaptmp_001308, extdb:pgaptmp_001308",Hypothetical protein,-1.84,18000,0.121,-15.2,3.45e-52,9.91e-51,Hypothetical protein,DivIVA domain-containing protein,negative,1512,504,-1.06964285714286,56131.0581000001,4.75714111328125,None,NA,NA,-,V,552531.BIF_00306,7.28e-149,442,DivIVA protein,-,-,-,-,-,-,-,-,-,-,-,-,DivIVA,NA,NA,NA
RVCYZ001157,Uncategorized;,NODE_6_length_165740_cov_33.678570,null,"pgaptmp_001310, extdb:pgaptmp_001310",Hypothetical cytosolic protein,-1.32,3970,0.106,-12.4,1.93e-35,2.18e-34,Hypothetical cytosolic protein,cell division protein SepF,negative,468,156,-0.271794871794872,17129.7848,4.31195068359375,None,K09772 - sepF - cell division inhibitor SepF,(D) Cell cycle control and mitosis,-,D,552531.BIF_00304,2.22e-103,299,"Cell division protein that is part of the divisome complex and is recruited early to the Z-ring. Probably stimulates Z-ring formation, perhaps through the cross-linking of FtsZ protofilaments. Its function overlaps with FtsA",sepF,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,ko:K09772,-,-,-,-,"ko00000,ko03036",-,-,-,SepF,NA,NA,NA
RVCYZ001158,cellular process;response to stimulus;localization;,NODE_6_length_165740_cov_33.678570,ftsZ,"ftsZ, pgaptmp_001311, extdb:pgaptmp_001311",Cell division protein ftsZ,-1.61,12000,0.103,-15.6,6.889999999999998e-55,2.58e-53,Cell division protein ftsZ,cell division protein FtsZ,negative,1254,418,-0.079186602870814,43402.7664000001,4.36407470703125,ftsZ,K03531 - ftsZ - cell division protein FtsZ,(D) Cell cycle control and mitosis,Cell cycle - Caulobacter,D,552531.BIF_00177,7.23e-283,775,Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity,ftsZ,"GO:0000166,GO:0000287,GO:0000910,GO:0000921,GO:0000935,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006996,GO:0007010,GO:0007049,GO:0008150,GO:0009987,GO:0016020,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0022402,GO:0022607,GO:0030428,GO:0031106,GO:0032153,GO:0032155,GO:0032185,GO:0032506,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034622,GO:0035639,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043169,GO:0043933,GO:0044085,GO:0044424,GO:0044464,GO:0045787,GO:0046872,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051258,GO:0051301,GO:0051726,GO:0065003,GO:0065007,GO:0070925,GO:0071840,GO:0071944,GO:0090529,GO:0097159,GO:0097367,GO:1901265,GO:1901363",-,ko:K03531,"ko04112,map04112",-,-,-,"ko00000,ko00001,ko02048,ko03036,ko04812",-,-,-,"FtsZ_C,Tubulin",NA,NA,NA
RVCYZ001168,cellular process;response to stimulus;localization;,NODE_6_length_165740_cov_33.678570,null,"pgaptmp_001320, extdb:pgaptmp_001320",Transporter,-1.27,5820,0.108,-11.8,4.4899999999999997e-32,4.16e-31,Transporter,ABC transporter permease,positive,810,270,0.764444444444446,29302.1689,8.36102294921875,None,"K00252 - GCDH, gcdH - glutaryl-CoA dehydrogenase [EC:1.3.8.6] [1.3.8.6]",(P) Inorganic ion transport and metabolism,-,P,552531.BIF_02174,7.439999999999999e-190,527,Binding-protein-dependent transport system inner membrane component,-,-,-,-,-,-,-,-,-,-,-,-,BPD_transp_1,ABC,membrane,nitrate/sulfonate/taurine
RVCYZ001169,metabolic process;cellular process;,NODE_6_length_165740_cov_33.678570,null,"pgaptmp_001321, extdb:pgaptmp_001321",Hydroxymethylpyrimidine-binding protein,-1.21,4530,0.0913,-13.2,6.4599999999999995e-40,9.54e-39,Hydroxymethylpyrimidine-binding protein,ABC transporter substrate-binding protein,positive,1080,360,-0.348611111111111,39111.0558000001,5.30877685546875,None,K15598 - thiY - putative hydroxymethylpyrimidine transport system substrate-binding protein,(P) Inorganic ion transport and metabolism,-,P,552531.BIF_00743,3.7999999999999997e-264,723,NMT1/THI5 like,-,-,-,-,-,-,-,-,-,-,-,-,NMT1,ABC,binding protein,nitrate/sulfonate/taurine
RVCYZ001177,Uncategorized;,NODE_6_length_165740_cov_33.678570,null,"pgaptmp_001329, extdb:pgaptmp_001329",Hypothetical cytosolic protein,-1.17,7950,0.0979,-12,6.32e-33,6.16e-32,Hypothetical cytosolic protein,DivIVA domain-containing protein,negative,1599,533,-0.524015009380863,56560.4924000003,4.66094970703125,None,NA,(N) Cell motility; (U) Intracellular trafficing and secretion,-,NU,552531.BIF_00606,0,1001,Tfp pilus assembly protein FimV,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RVCYZ001183,Uncategorized;,NODE_6_length_165740_cov_33.678570,null,"pgaptmp_001336, extdb:pgaptmp_001336",Phosphotransferase family protein,-1.08,4530,0.0989,-10.9,1.4500000000000002e-27,1.12e-26,Phosphotransferase family protein,phosphotransferase,positive,1455,485,-0.43958762886598,52265.7798000003,4.93829345703125,None,NA,(S) Function Unknown,-,S,552531.BIF_00526,0,939,Aminoglycoside phosphotransferase,mphA,-,-,-,-,-,-,-,-,-,-,-,APH,NA,NA,NA
RVCYZ001187,metabolic process;cellular process;,NODE_6_length_165740_cov_33.678570,dapF,"dapF, pgaptmp_001340, extdb:pgaptmp_001340",Diaminopimelate epimerase (EC 5.1.1.7),-1.08,2410,0.115,-9.44,3.82e-21,2.15e-20,Diaminopimelate epimerase (EC 5.1.1.7),diaminopimelate epimerase (EC 5.1.1.7),negative,900,300,-0.334000000000001,32825.7429,4.88116455078125,dapF,K01778 - dapF - diaminopimelate epimerase [EC:5.1.1.7] [5.1.1.7],(E) Amino Acid metabolis and transport,Lysine biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Biosynthesis of amino acids,E,552531.BIF_00860,7.78e-223,615,"Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine",dapF,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008837,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016020,GO:0016053,GO:0016853,GO:0016854,GO:0016855,GO:0019752,GO:0036361,GO:0040007,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0047661,GO:0071704,GO:0071944,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",5.1.1.7,ko:K01778,"ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230","M00016,M00525,M00527",R02735,RC00302,"ko00000,ko00001,ko00002,ko01000",-,-,-,DAP_epimerase,NA,NA,NA
RVCYZ001198,localization;,NODE_6_length_165740_cov_33.678570,null,"pgaptmp_001351, extdb:pgaptmp_001351",ABC transporter substrate-binding protein,1.07,763,0.153,7,2.58e-12,8.42e-12,ABC transporter substrate-binding protein,MetQ/NlpA family ABC transporter substrate-binding protein,negative,894,298,-0.123154362416107,31519.2264,5.47393798828125,None,K02073 - metQ - D-methionine transport system substrate-binding protein,(M) Cell wall/membrane/envelop biogenesis,ABC transporters,M,552531.BIF_01222,8.769999999999999e-208,576,NLPA lipoprotein,metQ,-,-,ko:K02073,"ko02010,map02010",M00238,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.24,-,-,Lipoprotein_9,ABC,binding,methionine
RVCYZ001209,Uncategorized;,NODE_7_length_129943_cov_31.370709,null,"pgaptmp_001362, extdb:pgaptmp_001362",Dihydrodipicolinate reductase (EC 1.3.1.26),-1.54,5840,0.136,-11.3,1.48e-29,1.23e-28,Dihydrodipicolinate reductase (EC 1.3.1.26),dihydrodipicolinate reductase,negative,1023,341,0.051319648093842,36781.3706,4.28228759765625,None,"K21672 - ord - 2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26] [1.4.1.12 1.4.1.26]",(S) Function Unknown,Lysine degradation; Arginine and proline metabolism; NA,S,552531.BIF_02266,6.82e-254,695,"Dihydrodipicolinate reductase, N-terminus",-,-,"1.4.1.12,1.4.1.26",ko:K21672,"ko00310,ko00330,ko00472,map00310,map00330,map00472",-,"R02825,R04200,R04201,R04687,R04688","RC00249,RC00790","ko00000,ko00001,ko01000",-,-,-,DapB_N,NA,NA,NA
RVCYZ001210,Uncategorized;,NODE_7_length_129943_cov_31.370709,null,"pgaptmp_001363, extdb:pgaptmp_001363",Integral membrane protein,-2.52,6080,0.127,-19.8,1.2699999999999998e-87,1.95e-85,Integral membrane protein,Bax inhibitor-1/YccA family protein,positive,783,261,0.748659003831418,28480.7008,8.88446044921875,None,K06890 - K06890 - uncharacterized protein,(S) Function Unknown,-,S,552531.BIF_00771,1.92e-167,470,Belongs to the BI1 family,-,-,-,ko:K06890,-,-,-,-,ko00000,-,-,-,Bax1-I,NA,NA,NA
RVCYZ001222,Uncategorized;,NODE_7_length_129943_cov_31.370709,raiA,"raiA, pgaptmp_001375, extdb:pgaptmp_001375",Ribosome-associated factor Y,-2.2,13500,0.14,-15.8,4.89e-56,1.92e-54,Ribosome-associated factor Y,ribosome-associated translation inhibitor RaiA,positive,684,228,-0.449122807017544,25605.6608,5.62286376953125,raiA,"K17686 - copA, ctpA, ATP7 - P-type Cu+ transporter [EC:7.2.2.8] [7.2.2.8]",(J) Translation,-,J,552531.BIF_00013,1.8199999999999996e-160,449,Required for dimerization of active 70S ribosomes into 100S ribosomes in stationary phase,hpf,"GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006417,GO:0006448,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0015935,GO:0017148,GO:0019222,GO:0022626,GO:0022627,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032991,GO:0034248,GO:0034249,GO:0043021,GO:0043022,GO:0043024,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0044877,GO:0045900,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0060255,GO:0065007,GO:0080090,GO:1990904,GO:2000112,GO:2000113",-,ko:K05808,-,-,-,-,"ko00000,ko03009",-,-,-,"Ribosom_S30AE_C,Ribosomal_S30AE",NA,NA,NA
RVCYZ001237,Uncategorized;,NODE_7_length_129943_cov_31.370709,null,"pgaptmp_001390, extdb:pgaptmp_001390",Glucose uptake protein homolog,-1.31,4060,0.103,-12.8,1.5099999999999998e-37,1.87e-36,Glucose uptake protein homolog,GRP family sugar transporter,positive,957,319,0.921316614420064,33758.912,9.30047607421875,None,K05340 - glcU - glucose uptake protein,(G) Carbohydrate metabolism and transport,-,G,552531.BIF_00684,2.4699999999999996e-222,614,Sugar transport protein,-,-,-,ko:K05340,-,-,-,-,"ko00000,ko02000",2.A.7.5,-,-,Sugar_transport,DMT,GRP,glucose uptake (GRP subfamily)
RVCYZ001244,metabolic process;cellular process;,NODE_7_length_129943_cov_31.370709,null,"pgaptmp_001397, extdb:pgaptmp_001397",Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),-1.77,4910,0.109,-16.3,4.88e-60,2.54e-58,Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8),peptidylprolyl isomerase (EC 5.2.1.8),negative,537,179,-0.245810055865922,19441.615,4.69964599609375,None,K03767 - PPIA - peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8] [5.2.1.8],(G) Carbohydrate metabolism and transport,Cationic antimicrobial peptide (CAMP) resistance; Necroptosis,G,552531.BIF_01746,4.86e-134,379,PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides,ppiA,"GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0016020,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0030312,GO:0036211,GO:0042221,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0071704,GO:0071944,GO:0140096,GO:1901564",5.2.1.8,"ko:K03767,ko:K03768","ko01503,ko04217,map01503,map04217",-,-,-,"ko00000,ko00001,ko01000,ko03110,ko04147",-,-,-,Pro_isomerase,NA,NA,NA
RVCYZ001251,metabolic process;cellular process;,NODE_7_length_129943_cov_31.370709,pflB,"pflB, pgaptmp_001404, extdb:pgaptmp_001404",Formate acetyltransferase (EC 2.3.1.54),-2.61,50700,0.136,-19.2,5.83e-82,7.23e-80,Formate acetyltransferase (EC 2.3.1.54),formate C-acetyltransferase (EC 2.3.1.54),positive,2376,792,-0.503282828282827,89367.5059000005,5.07769775390625,pflB,"K00656 - E2.3.1.54, pflD - formate C-acetyltransferase [EC:2.3.1.54] [2.3.1.54]",(C) Energy production and conversion,Pyruvate metabolism; Propanoate metabolism; Butanoate metabolism; Metabolic pathways; Microbial metabolism in diverse environments,C,552531.BIF_00155,0,1614,Pyruvate formate lyase-like,pflB,-,2.3.1.54,ko:K00656,"ko00620,ko00640,ko00650,ko01100,ko01120,map00620,map00640,map00650,map01100,map01120",-,"R00212,R06987","RC00004,RC01181,RC02742,RC02833","ko00000,ko00001,ko01000",-,-,-,"Gly_radical,PFL-like",NA,NA,NA
RVCYZ001254,metabolic process;cellular process;response to stimulus;localization;,NODE_7_length_129943_cov_31.370709,tig,"tig, pgaptmp_001407, extdb:pgaptmp_001407","Trigger factor, ppiase (EC 5.2.1.8)",-1.26,10000,0.119,-10.6,4.66e-26,3.29e-25,"Trigger factor, ppiase (EC 5.2.1.8)",trigger factor (EC 5.2.1.8),positive,1383,461,-0.473318872017353,49919.7835000001,4.27276611328125,tig,K03545 - tig - trigger factor,(D) Cell cycle control and mitosis,-,D,552531.BIF_00120,6.03e-305,837,Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase,tig,"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0016020,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042221,GO:0042594,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0071496,GO:0071944",-,ko:K03545,-,-,-,-,ko00000,-,-,-,"FKBP_C,Trigger_C,Trigger_N",NA,NA,NA
RVCYZ001256,metabolic process;response to stimulus;,NODE_7_length_129943_cov_31.370709,null,"pgaptmp_001409, extdb:pgaptmp_001409",ATP-dependent endopeptidase clp proteolytic subunit clpP (EC 3.4.21.92),-1.37,2580,0.0867,-15.8,1.8699999999999998e-56,7.509999999999998e-55,ATP-dependent endopeptidase clp proteolytic subunit clpP (EC 3.4.21.92),ATP-dependent Clp protease proteolytic subunit,positive,585,195,-0.233333333333333,21523.2678,4.61968994140625,None,"K01358 - clpP, CLPP - ATP-dependent Clp protease, protease subunit [EC:3.4.21.92] [3.4.21.92]","(O) Post-translational modification, protein turnover, chaperone functions",Cell cycle - Caulobacter; Longevity regulating pathway - worm,O,552531.BIF_00224,7.689999999999999e-141,397,Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins,clpP1,-,3.4.21.92,ko:K01358,"ko04112,ko04212,map04112,map04212",-,-,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,CLP_protease,NA,NA,NA
RVCYZ001257,metabolic process;response to stimulus;,NODE_7_length_129943_cov_31.370709,null,"pgaptmp_001410, extdb:pgaptmp_001410",ATP-dependent endopeptidase clp proteolytic subunit clpP (EC 3.4.21.92),-1.34,3380,0.126,-10.6,2.99e-26,2.14e-25,ATP-dependent endopeptidase clp proteolytic subunit clpP (EC 3.4.21.92),ATP-dependent Clp protease proteolytic subunit,positive,699,233,-0.239914163090129,25805.1787,5.08917236328125,None,"K01358 - clpP, CLPP - ATP-dependent Clp protease, protease subunit [EC:3.4.21.92] [3.4.21.92]","(O) Post-translational modification, protein turnover, chaperone functions",Cell cycle - Caulobacter; Longevity regulating pathway - worm,O,552531.BIF_00225,5.409999999999999e-160,449,Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins,clpP,"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944",3.4.21.92,ko:K01358,"ko04112,ko04212,map04112,map04212",-,-,-,"ko00000,ko00001,ko01000,ko01002",-,-,-,CLP_protease,NA,NA,NA
RVCYZ001279,Uncategorized;,NODE_7_length_129943_cov_31.370709,null,"pgaptmp_001434, extdb:pgaptmp_001434",Hypothetical cytosolic protein,-1.39,2300,0.163,-8.53,1.44e-17,6.53e-17,Hypothetical cytosolic protein,cupin domain-containing protein,negative,348,116,0.093103448275862,12356.052,4.40838623046875,None,NA,(S) Function Unknown,-,S,552531.BIF_01835,1.0000000000000001e-75,227,"Cupin 2, conserved barrel domain protein",-,-,-,-,-,-,-,-,-,-,-,-,Cupin_2,NA,NA,NA
RVCYZ001283,Uncategorized;,NODE_7_length_129943_cov_31.370709,null,"pgaptmp_001438, extdb:pgaptmp_001438",Hypothetical membrane spanning protein,-1.35,3760,0.099,-13.6,3.11e-42,5.33e-41,Hypothetical membrane spanning protein,putative sulfate exporter family transporter,negative,1107,369,0.881029810298104,39429.1416,9.64593505859375,None,K06446 - DCAA - acyl-CoA dehydrogenase [EC:1.3.99.-] [1.3.99.-],(S) Function Unknown,-,S,552531.BIF_00176,2.4199999999999994e-253,697,Conserved hypothetical protein 698,-,-,-,-,-,-,-,-,-,-,-,-,Cons_hypoth698,NA,NA,NA
RVCYZ001290,metabolic process;cellular process;,NODE_7_length_129943_cov_31.370709,gndA,"gndA, pgaptmp_001445, extdb:pgaptmp_001445",6-phosphogluconate dehydrogenase (EC 1.1.1.44),-1.59,9500,0.118,-13.5,2.23e-41,3.62e-40,6-phosphogluconate dehydrogenase (EC 1.1.1.44),NADP-dependent phosphogluconate dehydrogenase (EC 1.1.1.44),positive,1455,485,-0.158350515463918,52812.2648000001,5.28997802734375,gndA,"K00033 - PGD, gnd, gntZ - 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343] [1.1.1.44 1.1.1.343]",(H) Coenzyme metabolis,Pentose phosphate pathway; Glutathione metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism,H,552531.BIF_01147,0,968,"Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH",gnd,-,"1.1.1.343,1.1.1.44",ko:K00033,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map00480,map01100,map01110,map01120,map01130,map01200","M00004,M00006","R01528,R10221","RC00001,RC00539","ko00000,ko00001,ko00002,ko01000",-,-,-,"6PGD,NAD_binding_2",NA,NA,NA
RVCYZ001292,Uncategorized;,NODE_7_length_129943_cov_31.370709,null,"pgaptmp_001447, extdb:pgaptmp_001447",Glucose-6-phosphate dehydrogenase subunit,-1.41,3770,0.115,-12.3,1.08e-34,1.18e-33,Glucose-6-phosphate dehydrogenase subunit,glucose-6-phosphate dehydrogenase assembly protein OpcA,negative,948,316,-0.29746835443038,35418.0519,5.06427001953125,None,"K01912 - paaK - phenylacetate-CoA ligase [EC:6.2.1.30] [6.2.1.30]; K06895 - lysE, argO - L-lysine exporter family protein LysE/ArgO",(G) Carbohydrate metabolism and transport,-,G,552531.BIF_00791,5.419999999999999e-232,638,Glucose-6-phosphate dehydrogenase subunit,opcA,-,-,-,-,-,-,-,-,-,-,-,OpcA_G6PD_assem,NA,NA,NA
RVCYZ001293,metabolic process;cellular process;signaling;response to stimulus;,NODE_7_length_129943_cov_31.370709,zwf,"zwf, pgaptmp_001448, extdb:pgaptmp_001448",Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49),-1.36,5390,0.104,-13.1,2.42e-39,3.36e-38,Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49),glucose-6-phosphate dehydrogenase,negative,1557,519,-0.387090558766859,58517.5013000001,6.09222412109375,zwf,"K00036 - G6PD, zwf - glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363] [1.1.1.49 1.1.1.363]",(G) Carbohydrate metabolism and transport,Pentose phosphate pathway; Glutathione metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments; NA; Carbon metabolism; Central carbon metabolism in cancer,G,552531.BIF_00790,0,1073,Catalyzes the oxidation of glucose 6-phosphate to 6- phosphogluconolactone,zwf,-,"1.1.1.363,1.1.1.49",ko:K00036,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230","M00004,M00006,M00008","R00835,R02736,R10907","RC00001,RC00066","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"G6PD_C,G6PD_N",NA,NA,NA
RVCYZ001298,Uncategorized;,NODE_7_length_129943_cov_31.370709,null,"pgaptmp_001453, extdb:pgaptmp_001453",Nucleoside deoxyribosyltransferase (EC 2.4.2.6),-1.71,2630,0.142,-12,2.19e-33,2.2099999999999998e-32,Nucleoside deoxyribosyltransferase (EC 2.4.2.6),nucleoside 2-deoxyribosyltransferase,positive,462,154,-0.116883116883117,16748.6236,4.43023681640625,None,NA,(F) Nucleotide metabolism and transport,-,F,552531.BIF_00796,3.72e-105,304,Nucleoside 2-deoxyribosyltransferase,-,-,-,-,-,-,-,-,-,-,-,-,Nuc_deoxyrib_tr,NA,NA,NA
RVCYZ001307,Uncategorized;,NODE_8_length_105766_cov_39.018601,null,pgaptmp_001461,HD domain family protein,1.21,107,0.2,6.02,1.7e-9,4.42e-9,HD domain family protein,HD domain-containing protein,negative,252,84,-0.097619047619048,9225.25989999999,4.46051025390625,None,NA,NA,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RVCYZ001317,Uncategorized;,NODE_8_length_105766_cov_39.018601,null,"pgaptmp_001472, extdb:pgaptmp_001472",Hypothetical protein,-1.01,3940,0.111,-9.09,9.99e-20,5.17e-19,Hypothetical protein,hypothetical protein,negative,1008,336,-0.457440476190476,36445.6934,5.55340576171875,None,K01474 - hyuB - N-methylhydantoinase B [EC:3.5.2.14] [3.5.2.14],NA,-,-,552531.BIF_01173,6.909999999999998e-235,647,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RVCYZ001318,Uncategorized;,NODE_8_length_105766_cov_39.018601,null,"pgaptmp_001473, extdb:pgaptmp_001473",Hypothetical membrane associated protein,-1.34,5690,0.109,-12.3,1.23e-34,1.3200000000000001e-33,Hypothetical membrane associated protein,GTPase,negative,1347,449,-0.679064587973274,48074.9949000002,4.64312744140625,None,K01473 - hyuA - N-methylhydantoinase A [EC:3.5.2.14] [3.5.2.14],NA,-,-,552531.BIF_01174,9.9e-276,759,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RVCYZ001322,metabolic process;cellular process;,NODE_8_length_105766_cov_39.018601,atpD,"atpD, pgaptmp_001477, extdb:pgaptmp_001477",ATP synthase beta chain (EC 3.6.3.14),-1.29,22400,0.138,-9.32,1.21e-20,6.56e-20,ATP synthase beta chain (EC 3.6.3.14),F0F1 ATP synthase subunit beta (EC 7.1.2.2),negative,1485,495,-0.258585858585859,54089.3804000001,4.86346435546875,atpD,"K02112 - ATPF1B, atpD - F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1] [7.1.2.2 7.2.2.1]",(C) Energy production and conversion,Oxidative phosphorylation; Photosynthesis; Metabolic pathways,C,552531.BIF_00327,0,981,Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits,atpD,"GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944",3.6.3.14,ko:K02112,"ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,-,-,"ko00000,ko00001,ko00002,ko00194,ko01000",3.A.2.1,-,-,"ATP-synt_ab,ATP-synt_ab_N",F-ATPase,NA,protons
RVCYZ001323,metabolic process;cellular process;localization;,NODE_8_length_105766_cov_39.018601,null,"pgaptmp_001478, extdb:pgaptmp_001478",ATP synthase gamma chain (EC 3.6.3.14),-1.58,15700,0.151,-10.4,1.62e-25,1.12e-24,ATP synthase gamma chain (EC 3.6.3.14),F0F1 ATP synthase subunit gamma (EC 7.1.2.2),negative,918,306,-0.284640522875817,34022.249,5.82733154296875,None,"K02115 - ATPF1G, atpG - F-type H+-transporting ATPase subunit gamma",(C) Energy production and conversion,Oxidative phosphorylation; Photosynthesis; Metabolic pathways,C,552531.BIF_00544,1.72e-213,590,Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex,atpG,"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944",-,ko:K02115,"ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,-,-,"ko00000,ko00001,ko00002,ko00194",3.A.2.1,-,-,ATP-synt,F-ATPase,NA,protons
